year	team	name	pts	total	game
1984	BOS	Cedric Maxwell	6	11	0048300073
1984	BOS	Danny Ainge	0	0	0048300073
1984	BOS	Dennis Johnson	23	33	0048300073
1984	BOS	Gerald Henderson	12	18	0048300073
1984	BOS	Greg Kite	0	1	0048300073
1984	BOS	Kevin McHale	25	38	0048300073
1984	BOS	Larry Bird	24	46	0048300073
1984	BOS	Quinn Buckner	0	1	0048300073
1984	BOS	Robert Parish	13	22	0048300073
1984	BOS	Scott Wedman	6	12	0048300073
1984	LAL	Bob McAdoo	7	15	0048300073
1984	LAL	Byron Scott	14	19	0048300073
1984	LAL	Jamaal Wilkes	3	4	0048300073
1984	LAL	James Worthy	20	29	0048300073
1984	LAL	Kareem Abdul-Jabbar	32	49	0048300073
1984	LAL	Kurt Rambis	7	13	0048300073
1984	LAL	Magic Johnson	18	38	0048300073
1984	LAL	Michael Cooper	11	23	0048300073
1984	LAL	Swen Nater	3	6	0048300073
1984	BOS	Cedric Maxwell	16	30	0048300074
1984	BOS	Danny Ainge	12	19	0048300074
1984	BOS	Dennis Johnson	10	16	0048300074
1984	BOS	Gerald Henderson	16	26	0048300074
1984	BOS	Kevin McHale	13	20	0048300074
1984	BOS	Larry Bird	27	46	0048300074
1984	BOS	Quinn Buckner	2	5	0048300074
1984	BOS	Robert Parish	18	34	0048300074
1984	BOS	Scott Wedman	10	15	0048300074
1984	LAL	Bob McAdoo	16	28	0048300074
1984	LAL	Byron Scott	5	5	0048300074
1984	LAL	Jamaal Wilkes	13	17	0048300074
1984	LAL	James Worthy	29	36	0048300074
1984	LAL	Kareem Abdul-Jabbar	20	41	0048300074
1984	LAL	Kurt Rambis	0	5	0048300074
1984	LAL	Magic Johnson	27	47	0048300074
1984	LAL	Michael Cooper	9	21	0048300074
1984	LAL	Swen Nater	2	4	0048300074
1984	LAL	Bob McAdoo	21	30	0048300075
1984	LAL	Byron Scott	2	3	0048300075
1984	LAL	Jamaal Wilkes	6	12	0048300075
1984	LAL	James Worthy	13	20	0048300075
1984	LAL	Kareem Abdul-Jabbar	24	43	0048300075
1984	LAL	Kurt Rambis	17	23	0048300075
1984	LAL	Larry Spriggs	2	3	0048300075
1984	LAL	Magic Johnson	14	48	0048300075
1984	LAL	Michael Cooper	17	28	0048300075
1984	LAL	Mike McGee	15	20	0048300075
1984	LAL	Mitch Kupchak	0	6	0048300075
1984	LAL	Swen Nater	6	13	0048300075
1984	BOS	Carlos Clark	4	5	0048300075
1984	BOS	Cedric Maxwell	9	19	0048300075
1984	BOS	Danny Ainge	2	5	0048300075
1984	BOS	Dennis Johnson	4	7	0048300075
1984	BOS	Gerald Henderson	10	14	0048300075
1984	BOS	Greg Kite	0	2	0048300075
1984	BOS	Kevin McHale	12	19	0048300075
1984	BOS	Larry Bird	30	43	0048300075
1984	BOS	M.L. Carr	2	4	0048300075
1984	BOS	Quinn Buckner	6	9	0048300075
1984	BOS	Robert Parish	9	24	0048300075
1984	BOS	Scott Wedman	16	30	0048300075
1984	LAL	Bob McAdoo	13	20	0048300076
1984	LAL	Byron Scott	2	4	0048300076
1984	LAL	Jamaal Wilkes	2	3	0048300076
1984	LAL	James Worthy	30	38	0048300076
1984	LAL	Kareem Abdul-Jabbar	32	52	0048300076
1984	LAL	Kurt Rambis	9	16	0048300076
1984	LAL	Magic Johnson	20	50	0048300076
1984	LAL	Michael Cooper	10	17	0048300076
1984	LAL	Swen Nater	7	15	0048300076
1984	BOS	Cedric Maxwell	11	20	0048300076
1984	BOS	Danny Ainge	9	11	0048300076
1984	BOS	Dennis Johnson	22	38	0048300076
1984	BOS	Gerald Henderson	13	22	0048300076
1984	BOS	Kevin McHale	9	20	0048300076
1984	BOS	Larry Bird	29	55	0048300076
1984	BOS	M.L. Carr	6	8	0048300076
1984	BOS	Quinn Buckner	0	0	0048300076
1984	BOS	Robert Parish	25	44	0048300076
1984	BOS	Scott Wedman	5	11	0048300076
1984	BOS	Carlos Clark	0	1	0048300077
1984	BOS	Cedric Maxwell	13	20	0048300077
1984	BOS	Danny Ainge	5	14	0048300077
1984	BOS	Dennis Johnson	22	33	0048300077
1984	BOS	Gerald Henderson	4	14	0048300077
1984	BOS	Greg Kite	2	3	0048300077
1984	BOS	Kevin McHale	19	30	0048300077
1984	BOS	Larry Bird	34	56	0048300077
1984	BOS	M.L. Carr	5	5	0048300077
1984	BOS	Quinn Buckner	4	7	0048300077
1984	BOS	Robert Parish	13	30	0048300077
1984	LAL	Bob McAdoo	18	25	0048300077
1984	LAL	Byron Scott	4	4	0048300077
1984	LAL	Jamaal Wilkes	2	3	0048300077
1984	LAL	James Worthy	22	28	0048300077
1984	LAL	Kareem Abdul-Jabbar	19	29	0048300077
1984	LAL	Kurt Rambis	2	12	0048300077
1984	LAL	Larry Spriggs	2	4	0048300077
1984	LAL	Magic Johnson	10	32	0048300077
1984	LAL	Michael Cooper	8	13	0048300077
1984	LAL	Mike McGee	8	13	0048300077
1984	LAL	Mitch Kupchak	2	4	0048300077
1984	LAL	Swen Nater	6	9	0048300077
1984	LAL	Bob McAdoo	0	4	0048300078
1984	LAL	Byron Scott	11	17	0048300078
1984	LAL	Jamaal Wilkes	2	6	0048300078
1984	LAL	James Worthy	20	35	0048300078
1984	LAL	Kareem Abdul-Jabbar	30	46	0048300078
1984	LAL	Kurt Rambis	8	17	0048300078
1984	LAL	Magic Johnson	21	38	0048300078
1984	LAL	Michael Cooper	23	38	0048300078
1984	LAL	Mike McGee	0	1	0048300078
1984	LAL	Swen Nater	4	4	0048300078
1984	BOS	Cedric Maxwell	12	20	0048300078
1984	BOS	Danny Ainge	4	7	0048300078
1984	BOS	Dennis Johnson	20	31	0048300078
1984	BOS	Gerald Henderson	22	34	0048300078
1984	BOS	Greg Kite	0	0	0048300078
1984	BOS	Kevin McHale	6	11	0048300078
1984	BOS	Larry Bird	28	54	0048300078
1984	BOS	Quinn Buckner	0	1	0048300078
1984	BOS	Robert Parish	16	31	0048300078
1984	BOS	Carlos Clark	0	0	0048300079
1984	BOS	Cedric Maxwell	24	43	0048300079
1984	BOS	Danny Ainge	10	14	0048300079
1984	BOS	Dennis Johnson	22	32	0048300079
1984	BOS	Gerald Henderson	9	14	0048300079
1984	BOS	Kevin McHale	10	15	0048300079
1984	BOS	Larry Bird	20	38	0048300079
1984	BOS	M.L. Carr	0	3	0048300079
1984	BOS	Quinn Buckner	2	2	0048300079
1984	BOS	Robert Parish	14	34	0048300079
1984	LAL	Byron Scott	4	10	0048300079
1984	LAL	Jamaal Wilkes	4	5	0048300079
1984	LAL	James Worthy	21	28	0048300079
1984	LAL	Kareem Abdul-Jabbar	29	41	0048300079
1984	LAL	Kurt Rambis	7	17	0048300079
1984	LAL	Magic Johnson	16	42	0048300079
1984	LAL	Michael Cooper	16	29	0048300079
1984	LAL	Mitch Kupchak	5	8	0048300079
1984	LAL	Swen Nater	0	0	0048300079
1985	BOS	Cedric Maxwell	4	6	0048400002
1985	BOS	Danny Ainge	15	22	0048400002
1985	BOS	Dennis Johnson	27	40	0048400002
1985	BOS	Kevin McHale	24	38	0048400002
1985	BOS	Larry Bird	25	48	0048400002
1985	BOS	Ray Williams	7	12	0048400002
1985	BOS	Robert Parish	13	27	0048400002
1985	BOS	Scott Wedman	2	9	0048400002
1985	BOS	Cedric Maxwell	3	3	0048400101
1985	BOS	Danny Ainge	10	18	0048400101
1985	BOS	Dennis Johnson	15	29	0048400101
1985	BOS	Greg Kite	0	1	0048400101
1985	BOS	Kevin McHale	26	43	0048400101
1985	BOS	Larry Bird	40	53	0048400101
1985	BOS	Quinn Buckner	3	3	0048400101
1985	BOS	Ray Williams	12	23	0048400101
1985	BOS	Robert Parish	8	13	0048400101
1985	BOS	Scott Wedman	9	12	0048400101
1985	BOS	Cedric Maxwell	0	0	0048400102
1985	BOS	Danny Ainge	5	7	0048400102
1985	BOS	Dennis Johnson	18	25	0048400102
1985	BOS	Kevin McHale	19	35	0048400102
1985	BOS	Larry Bird	30	50	0048400102
1985	BOS	Quinn Buckner	0	0	0048400102
1985	BOS	Ray Williams	14	31	0048400102
1985	BOS	Robert Parish	18	31	0048400102
1985	BOS	Scott Wedman	4	7	0048400102
1985	BOS	Cedric Maxwell	6	13	0048400103
1985	BOS	Danny Ainge	0	4	0048400103
1985	BOS	Dennis Johnson	18	35	0048400103
1985	BOS	Greg Kite	0	0	0048400103
1985	BOS	Kevin McHale	21	35	0048400103
1985	BOS	Quinn Buckner	0	0	0048400103
1985	BOS	Ray Williams	4	11	0048400103
1985	BOS	Robert Parish	19	30	0048400103
1985	BOS	Scott Wedman	30	45	0048400103
1985	BOS	Cedric Maxwell	5	9	0048400104
1985	BOS	Danny Ainge	6	12	0048400104
1985	BOS	Dennis Johnson	24	32	0048400104
1985	BOS	Kevin McHale	11	19	0048400104
1985	BOS	Larry Bird	34	56	0048400104
1985	BOS	Ray Williams	16	26	0048400104
1985	BOS	Robert Parish	18	29	0048400104
1985	BOS	Scott Wedman	3	10	0048400104
1985	LAL	Bob McAdoo	18	26	0048400141
1985	LAL	Byron Scott	18	34	0048400141
1985	LAL	Chuck Nevitt	0	2	0048400141
1985	LAL	James Worthy	18	24	0048400141
1985	LAL	Kareem Abdul-Jabbar	15	23	0048400141
1985	LAL	Kurt Rambis	2	8	0048400141
1985	LAL	Larry Spriggs	14	23	0048400141
1985	LAL	Magic Johnson	18	41	0048400141
1985	LAL	Michael Cooper	11	23	0048400141
1985	LAL	Mike McGee	22	26	0048400141
1985	LAL	Mitch Kupchak	6	11	0048400141
1985	LAL	Ronnie Lester	0	5	0048400141
1985	LAL	Bob McAdoo	22	33	0048400142
1985	LAL	Byron Scott	21	28	0048400142
1985	LAL	Chuck Nevitt	0	2	0048400142
1985	LAL	James Worthy	15	18	0048400142
1985	LAL	Kareem Abdul-Jabbar	24	31	0048400142
1985	LAL	Kurt Rambis	2	12	0048400142
1985	LAL	Larry Spriggs	7	14	0048400142
1985	LAL	Magic Johnson	19	42	0048400142
1985	LAL	Michael Cooper	13	32	0048400142
1985	LAL	Mike McGee	20	23	0048400142
1985	LAL	Mitch Kupchak	2	3	0048400142
1985	LAL	Ronnie Lester	2	2	0048400142
1985	LAL	Bob McAdoo	15	24	0048400143
1985	LAL	Byron Scott	5	11	0048400143
1985	LAL	James Worthy	23	28	0048400143
1985	LAL	Kareem Abdul-Jabbar	18	27	0048400143
1985	LAL	Kurt Rambis	11	24	0048400143
1985	LAL	Larry Spriggs	4	6	0048400143
1985	LAL	Magic Johnson	13	32	0048400143
1985	LAL	Michael Cooper	11	23	0048400143
1985	LAL	Mike McGee	17	20	0048400143
1985	LAL	Mitch Kupchak	2	2	0048400143
1985	BOS	Carlos Clark	4	5	0048400201
1985	BOS	Cedric Maxwell	16	22	0048400201
1985	BOS	Danny Ainge	8	19	0048400201
1985	BOS	Dennis Johnson	6	15	0048400201
1985	BOS	Greg Kite	2	7	0048400201
1985	BOS	Kevin McHale	26	41	0048400201
1985	BOS	Larry Bird	21	36	0048400201
1985	BOS	M.L. Carr	2	3	0048400201
1985	BOS	Quinn Buckner	3	8	0048400201
1985	BOS	Ray Williams	6	17	0048400201
1985	BOS	Robert Parish	27	47	0048400201
1985	BOS	Scott Wedman	12	16	0048400201
1985	BOS	Cedric Maxwell	4	13	0048400202
1985	BOS	Danny Ainge	25	35	0048400202
1985	BOS	Dennis Johnson	2	13	0048400202
1985	BOS	Kevin McHale	20	32	0048400202
1985	BOS	Larry Bird	42	59	0048400202
1985	BOS	Ray Williams	6	18	0048400202
1985	BOS	Robert Parish	14	24	0048400202
1985	BOS	Scott Wedman	8	10	0048400202
1985	BOS	Cedric Maxwell	3	5	0048400204
1985	BOS	Danny Ainge	10	19	0048400204
1985	BOS	Dennis Johnson	15	29	0048400204
1985	BOS	Kevin McHale	24	38	0048400204
1985	BOS	Larry Bird	21	38	0048400204
1985	BOS	M.L. Carr	0	0	0048400204
1985	BOS	Ray Williams	6	8	0048400204
1985	BOS	Robert Parish	16	28	0048400204
1985	BOS	Scott Wedman	4	10	0048400204
1985	BOS	Cedric Maxwell	3	5	0048400206
1985	BOS	Danny Ainge	9	23	0048400206
1985	BOS	Dennis Johnson	22	37	0048400206
1985	BOS	Kevin McHale	20	23	0048400206
1985	BOS	Larry Bird	17	37	0048400206
1985	BOS	Quinn Buckner	4	6	0048400206
1985	BOS	Ray Williams	7	13	0048400206
1985	BOS	Robert Parish	24	43	0048400206
1985	BOS	Scott Wedman	17	23	0048400206
1985	BOS	Cedric Maxwell	4	11	0048400215
1985	BOS	Danny Ainge	16	26	0048400215
1985	BOS	Dennis Johnson	30	41	0048400215
1985	BOS	Kevin McHale	12	24	0048400215
1985	BOS	Larry Bird	43	62	0048400215
1985	BOS	M.L. Carr	0	1	0048400215
1985	BOS	Quinn Buckner	2	2	0048400215
1985	BOS	Ray Williams	0	2	0048400215
1985	BOS	Robert Parish	12	27	0048400215
1985	BOS	Scott Wedman	11	13	0048400215
1985	LAL	Bob McAdoo	7	14	0048400221
1985	LAL	Byron Scott	20	28	0048400221
1985	LAL	Chuck Nevitt	2	7	0048400221
1985	LAL	James Worthy	16	22	0048400221
1985	LAL	Kareem Abdul-Jabbar	16	35	0048400221
1985	LAL	Kurt Rambis	14	32	0048400221
1985	LAL	Larry Spriggs	8	15	0048400221
1985	LAL	Magic Johnson	12	34	0048400221
1985	LAL	Michael Cooper	6	13	0048400221
1985	LAL	Mike McGee	16	28	0048400221
1985	LAL	Mitch Kupchak	4	11	0048400221
1985	LAL	Ronnie Lester	4	7	0048400221
1985	LAL	Bob McAdoo	2	7	0048400222
1985	LAL	Byron Scott	31	37	0048400222
1985	LAL	Chuck Nevitt	0	0	0048400222
1985	LAL	James Worthy	21	24	0048400222
1985	LAL	Kareem Abdul-Jabbar	17	34	0048400222
1985	LAL	Kurt Rambis	2	7	0048400222
1985	LAL	Larry Spriggs	5	11	0048400222
1985	LAL	Magic Johnson	19	49	0048400222
1985	LAL	Michael Cooper	16	30	0048400222
1985	LAL	Mike McGee	11	15	0048400222
1985	LAL	Mitch Kupchak	10	15	0048400222
1985	LAL	Bob McAdoo	23	36	0048400223
1985	LAL	Byron Scott	15	21	0048400223
1985	LAL	James Worthy	28	33	0048400223
1985	LAL	Kareem Abdul-Jabbar	26	41	0048400223
1985	LAL	Kurt Rambis	4	10	0048400223
1985	LAL	Magic Johnson	13	44	0048400223
1985	LAL	Michael Cooper	9	19	0048400223
1985	LAL	Mike McGee	6	7	0048400223
1985	LAL	Mitch Kupchak	6	7	0048400223
1985	LAL	Bob McAdoo	20	32	0048400224
1985	LAL	Byron Scott	11	16	0048400224
1985	LAL	James Worthy	14	26	0048400224
1985	LAL	Kareem Abdul-Jabbar	21	49	0048400224
1985	LAL	Kurt Rambis	2	6	0048400224
1985	LAL	Larry Spriggs	0	3	0048400224
1985	LAL	Magic Johnson	31	51	0048400224
1985	LAL	Michael Cooper	0	5	0048400224
1985	LAL	Mike McGee	6	8	0048400224
1985	LAL	Mitch Kupchak	2	3	0048400224
1985	LAL	Bob McAdoo	20	32	0048400225
1985	LAL	Byron Scott	16	22	0048400225
1985	LAL	James Worthy	18	33	0048400225
1985	LAL	Kareem Abdul-Jabbar	25	38	0048400225
1985	LAL	Kurt Rambis	4	9	0048400225
1985	LAL	Larry Spriggs	6	13	0048400225
1985	LAL	Magic Johnson	34	64	0048400225
1985	LAL	Michael Cooper	14	24	0048400225
1985	LAL	Mike McGee	0	1	0048400225
1985	LAL	Ronnie Lester	2	2	0048400225
1985	BOS	Cedric Maxwell	2	4	0048400301
1985	BOS	Danny Ainge	6	19	0048400301
1985	BOS	Dennis Johnson	15	31	0048400301
1985	BOS	Kevin McHale	28	38	0048400301
1985	BOS	Larry Bird	23	44	0048400301
1985	BOS	Quinn Buckner	0	0	0048400301
1985	BOS	Ray Williams	0	1	0048400301
1985	BOS	Robert Parish	26	45	0048400301
1985	BOS	Scott Wedman	8	12	0048400301
1985	BOS	Cedric Maxwell	2	3	0048400302
1985	BOS	Danny Ainge	16	23	0048400302
1985	BOS	Dennis Johnson	22	34	0048400302
1985	BOS	Kevin McHale	22	42	0048400302
1985	BOS	Larry Bird	24	44	0048400302
1985	BOS	Quinn Buckner	0	0	0048400302
1985	BOS	Ray Williams	3	6	0048400302
1985	BOS	Robert Parish	13	35	0048400302
1985	BOS	Scott Wedman	4	8	0048400302
1985	BOS	Cedric Maxwell	2	8	0048400303
1985	BOS	Danny Ainge	17	30	0048400303
1985	BOS	Dennis Johnson	12	19	0048400303
1985	BOS	Kevin McHale	14	32	0048400303
1985	BOS	Larry Bird	26	43	0048400303
1985	BOS	Quinn Buckner	3	4	0048400303
1985	BOS	Ray Williams	10	15	0048400303
1985	BOS	Robert Parish	14	31	0048400303
1985	BOS	Scott Wedman	7	10	0048400303
1985	BOS	Cedric Maxwell	9	17	0048400304
1985	BOS	Danny Ainge	10	24	0048400304
1985	BOS	Dennis Johnson	19	29	0048400304
1985	BOS	Greg Kite	0	0	0048400304
1985	BOS	Kevin McHale	25	48	0048400304
1985	BOS	Larry Bird	14	28	0048400304
1985	BOS	M.L. Carr	0	1	0048400304
1985	BOS	Quinn Buckner	2	4	0048400304
1985	BOS	Ray Williams	6	9	0048400304
1985	BOS	Robert Parish	14	29	0048400304
1985	BOS	Scott Wedman	5	7	0048400304
1985	BOS	Cedric Maxwell	0	0	0048400305
1985	BOS	Danny Ainge	12	24	0048400305
1985	BOS	Dennis Johnson	23	40	0048400305
1985	BOS	Kevin McHale	17	36	0048400305
1985	BOS	Larry Bird	17	31	0048400305
1985	BOS	Quinn Buckner	2	2	0048400305
1985	BOS	Ray Williams	9	10	0048400305
1985	BOS	Robert Parish	20	38	0048400305
1985	BOS	Scott Wedman	2	4	0048400305
1985	LAL	Bob McAdoo	10	14	0048400311
1985	LAL	Byron Scott	27	34	0048400311
1985	LAL	Chuck Nevitt	1	2	0048400311
1985	LAL	James Worthy	24	35	0048400311
1985	LAL	Kareem Abdul-Jabbar	16	26	0048400311
1985	LAL	Kurt Rambis	5	17	0048400311
1985	LAL	Larry Spriggs	2	2	0048400311
1985	LAL	Magic Johnson	10	30	0048400311
1985	LAL	Michael Cooper	13	34	0048400311
1985	LAL	Mike McGee	21	27	0048400311
1985	LAL	Mitch Kupchak	6	10	0048400311
1985	LAL	Ronnie Lester	4	6	0048400311
1985	LAL	Bob McAdoo	4	10	0048400312
1985	LAL	Byron Scott	22	29	0048400312
1985	LAL	James Worthy	17	28	0048400312
1985	LAL	Kareem Abdul-Jabbar	13	27	0048400312
1985	LAL	Kurt Rambis	9	17	0048400312
1985	LAL	Larry Spriggs	5	10	0048400312
1985	LAL	Magic Johnson	13	38	0048400312
1985	LAL	Michael Cooper	16	26	0048400312
1985	LAL	Mike McGee	15	19	0048400312
1985	LAL	Bob McAdoo	8	12	0048400313
1985	LAL	Byron Scott	21	27	0048400313
1985	LAL	James Worthy	28	41	0048400313
1985	LAL	Kareem Abdul-Jabbar	27	38	0048400313
1985	LAL	Kurt Rambis	5	15	0048400313
1985	LAL	Larry Spriggs	7	14	0048400313
1985	LAL	Magic Johnson	7	38	0048400313
1985	LAL	Michael Cooper	20	36	0048400313
1985	LAL	Mike McGee	10	14	0048400313
1985	LAL	Mitch Kupchak	2	2	0048400313
1985	LAL	Ronnie Lester	1	4	0048400313
1985	LAL	Bob McAdoo	7	12	0048400314
1985	LAL	Byron Scott	26	36	0048400314
1985	LAL	James Worthy	19	34	0048400314
1985	LAL	Kareem Abdul-Jabbar	29	53	0048400314
1985	LAL	Kurt Rambis	4	6	0048400314
1985	LAL	Larry Spriggs	10	25	0048400314
1985	LAL	Magic Johnson	17	37	0048400314
1985	LAL	Michael Cooper	2	14	0048400314
1985	LAL	Mike McGee	6	6	0048400314
1985	LAL	Bob McAdoo	12	26	0048400315
1985	LAL	Byron Scott	21	27	0048400315
1985	LAL	Chuck Nevitt	6	11	0048400315
1985	LAL	James Worthy	25	35	0048400315
1985	LAL	Kareem Abdul-Jabbar	15	29	0048400315
1985	LAL	Kurt Rambis	6	13	0048400315
1985	LAL	Larry Spriggs	16	26	0048400315
1985	LAL	Magic Johnson	17	44	0048400315
1985	LAL	Michael Cooper	6	14	0048400315
1985	LAL	Mike McGee	21	27	0048400315
1985	LAL	Mitch Kupchak	4	16	0048400315
1985	LAL	Ronnie Lester	4	7	0048400315
1985	BOS	Carlos Clark	2	7	0048400401
1985	BOS	Cedric Maxwell	3	7	0048400401
1985	BOS	Danny Ainge	19	30	0048400401
1985	BOS	Dennis Johnson	13	28	0048400401
1985	BOS	Greg Kite	7	10	0048400401
1985	BOS	Kevin McHale	26	38	0048400401
1985	BOS	Larry Bird	19	37	0048400401
1985	BOS	M.L. Carr	3	4	0048400401
1985	BOS	Quinn Buckner	6	16	0048400401
1985	BOS	Ray Williams	6	11	0048400401
1985	BOS	Robert Parish	18	29	0048400401
1985	BOS	Scott Wedman	26	35	0048400401
1985	LAL	Bob McAdoo	12	16	0048400401
1985	LAL	Byron Scott	10	16	0048400401
1985	LAL	James Worthy	20	33	0048400401
1985	LAL	Kareem Abdul-Jabbar	12	17	0048400401
1985	LAL	Kurt Rambis	8	19	0048400401
1985	LAL	Larry Spriggs	8	17	0048400401
1985	LAL	Magic Johnson	19	35	0048400401
1985	LAL	Michael Cooper	4	8	0048400401
1985	LAL	Mike McGee	14	18	0048400401
1985	LAL	Mitch Kupchak	7	10	0048400401
1985	BOS	Cedric Maxwell	3	4	0048400402
1985	BOS	Danny Ainge	15	19	0048400402
1985	BOS	Dennis Johnson	15	29	0048400402
1985	BOS	Greg Kite	0	1	0048400402
1985	BOS	Kevin McHale	15	25	0048400402
1985	BOS	Larry Bird	30	49	0048400402
1985	BOS	Quinn Buckner	0	0	0048400402
1985	BOS	Ray Williams	2	6	0048400402
1985	BOS	Robert Parish	18	31	0048400402
1985	BOS	Scott Wedman	4	9	0048400402
1985	LAL	Bob McAdoo	6	7	0048400402
1985	LAL	Byron Scott	11	21	0048400402
1985	LAL	James Worthy	16	23	0048400402
1985	LAL	Kareem Abdul-Jabbar	30	59	0048400402
1985	LAL	Kurt Rambis	3	10	0048400402
1985	LAL	Larry Spriggs	2	6	0048400402
1985	LAL	Magic Johnson	14	34	0048400402
1985	LAL	Michael Cooper	22	32	0048400402
1985	LAL	Mitch Kupchak	5	11	0048400402
1985	LAL	Bob McAdoo	19	27	0048400403
1985	LAL	Byron Scott	12	25	0048400403
1985	LAL	Chuck Nevitt	1	3	0048400403
1985	LAL	James Worthy	29	33	0048400403
1985	LAL	Kareem Abdul-Jabbar	26	51	0048400403
1985	LAL	Kurt Rambis	6	18	0048400403
1985	LAL	Larry Spriggs	4	6	0048400403
1985	LAL	Magic Johnson	17	44	0048400403
1985	LAL	Michael Cooper	8	13	0048400403
1985	LAL	Mike McGee	5	5	0048400403
1985	LAL	Mitch Kupchak	7	10	0048400403
1985	LAL	Ronnie Lester	2	2	0048400403
1985	BOS	Carlos Clark	2	2	0048400403
1985	BOS	Cedric Maxwell	4	5	0048400403
1985	BOS	Danny Ainge	7	21	0048400403
1985	BOS	Dennis Johnson	8	19	0048400403
1985	BOS	Greg Kite	0	5	0048400403
1985	BOS	Kevin McHale	31	44	0048400403
1985	BOS	Larry Bird	20	31	0048400403
1985	BOS	M.L. Carr	4	4	0048400403
1985	BOS	Quinn Buckner	4	8	0048400403
1985	BOS	Ray Williams	4	8	0048400403
1985	BOS	Robert Parish	17	28	0048400403
1985	BOS	Scott Wedman	10	14	0048400403
1985	LAL	Bob McAdoo	10	17	0048400404
1985	LAL	Byron Scott	16	27	0048400404
1985	LAL	James Worthy	16	25	0048400404
1985	LAL	Kareem Abdul-Jabbar	21	32	0048400404
1985	LAL	Kurt Rambis	12	22	0048400404
1985	LAL	Larry Spriggs	0	0	0048400404
1985	LAL	Magic Johnson	20	45	0048400404
1985	LAL	Michael Cooper	8	12	0048400404
1985	LAL	Mitch Kupchak	2	4	0048400404
1985	BOS	Cedric Maxwell	3	4	0048400404
1985	BOS	Danny Ainge	8	16	0048400404
1985	BOS	Dennis Johnson	27	50	0048400404
1985	BOS	Greg Kite	0	1	0048400404
1985	BOS	Kevin McHale	28	42	0048400404
1985	BOS	Larry Bird	26	46	0048400404
1985	BOS	M.L. Carr	0	0	0048400404
1985	BOS	Quinn Buckner	2	3	0048400404
1985	BOS	Ray Williams	2	2	0048400404
1985	BOS	Robert Parish	10	27	0048400404
1985	BOS	Scott Wedman	1	8	0048400404
1985	LAL	Bob McAdoo	0	4	0048400405
1985	LAL	Byron Scott	4	8	0048400405
1985	LAL	James Worthy	33	44	0048400405
1985	LAL	Kareem Abdul-Jabbar	36	54	0048400405
1985	LAL	Kurt Rambis	7	22	0048400405
1985	LAL	Magic Johnson	26	51	0048400405
1985	LAL	Michael Cooper	10	21	0048400405
1985	LAL	Mike McGee	0	2	0048400405
1985	LAL	Mitch Kupchak	4	8	0048400405
1985	BOS	Cedric Maxwell	0	1	0048400405
1985	BOS	Danny Ainge	11	26	0048400405
1985	BOS	Dennis Johnson	22	43	0048400405
1985	BOS	Kevin McHale	24	39	0048400405
1985	BOS	Larry Bird	20	36	0048400405
1985	BOS	Robert Parish	26	41	0048400405
1985	BOS	Scott Wedman	8	13	0048400405
1985	BOS	Danny Ainge	6	26	0048400406
1985	BOS	Dennis Johnson	11	24	0048400406
1985	BOS	Greg Kite	2	6	0048400406
1985	BOS	Kevin McHale	32	53	0048400406
1985	BOS	Larry Bird	28	42	0048400406
1985	BOS	Robert Parish	14	30	0048400406
1985	BOS	Scott Wedman	7	12	0048400406
1985	LAL	Bob McAdoo	2	4	0048400406
1985	LAL	Byron Scott	14	21	0048400406
1985	LAL	James Worthy	28	36	0048400406
1985	LAL	Kareem Abdul-Jabbar	29	41	0048400406
1985	LAL	Kurt Rambis	9	21	0048400406
1985	LAL	Magic Johnson	14	39	0048400406
1985	LAL	Michael Cooper	9	18	0048400406
1985	LAL	Mike McGee	0	0	0048400406
1985	LAL	Mitch Kupchak	6	14	0048400406
1986	BOS	Bill Walton	10	23	0048500064
1986	BOS	Danny Ainge	18	31	0048500064
1986	BOS	David Thirdkill	0	3	0048500064
1986	BOS	Dennis Johnson	19	42	0048500064
1986	BOS	Greg Kite	0	1	0048500064
1986	BOS	Jerry Sichting	0	0	0048500064
1986	BOS	Kevin McHale	21	32	0048500064
1986	BOS	Larry Bird	21	46	0048500064
1986	BOS	Robert Parish	23	30	0048500064
1986	BOS	Sam Vincent	0	1	0048500064
1986	HOU	Allen Leavell	8	10	0048500064
1986	HOU	Craig Ehlo	2	5	0048500064
1986	HOU	Granville Waiters	0	1	0048500064
1986	HOU	Hakeem Olajuwon	33	51	0048500064
1986	HOU	Hank McDowell	1	3	0048500064
1986	HOU	Jim Petersen	8	15	0048500064
1986	HOU	Lewis Lloyd	4	15	0048500064
1986	HOU	Mitchell Wiggins	6	13	0048500064
1986	HOU	Ralph Sampson	2	14	0048500064
1986	HOU	Robert Reid	16	30	0048500064
1986	HOU	Rodney McCray	20	26	0048500064
1986	HOU	Steve Harris	0	2	0048500064
1986	BOS	Bill Walton	2	10	0048500065
1986	BOS	Danny Ainge	15	25	0048500065
1986	BOS	David Thirdkill	2	3	0048500065
1986	BOS	Dennis Johnson	18	30	0048500065
1986	BOS	Greg Kite	4	10	0048500065
1986	BOS	Jerry Sichting	10	13	0048500065
1986	BOS	Kevin McHale	25	38	0048500065
1986	BOS	Larry Bird	31	52	0048500065
1986	BOS	Rick Carlisle	2	3	0048500065
1986	BOS	Robert Parish	8	20	0048500065
1986	BOS	Sam Vincent	0	1	0048500065
1986	HOU	Allen Leavell	5	11	0048500065
1986	HOU	Craig Ehlo	2	3	0048500065
1986	HOU	Granville Waiters	0	1	0048500065
