year	team	name	pts	total	game
1968	BOS	Larry Siegfried	14	14	0046700411
1968	BOS	Sam Jones	19	19	0046700411
1968	BOS	Tom Thacker	0	0	0046700411
1968	BOS	Wayne Embry	4	4	0046700411
1968	LAL	Archie Clark	14	14	0046700411
1968	LAL	Darrall Imhoff	12	12	0046700411
1968	LAL	Elgin Baylor	24	24	0046700411
1968	LAL	Erwin Mueller	7	7	0046700411
1968	LAL	Freddie Crawford	8	8	0046700411
1968	LAL	Jerry West	25	25	0046700411
1968	LAL	Mel Counts	3	3	0046700411
1968	LAL	Tom Hawkins	8	8	0046700411
1968	BOS	Bailey Howell	15	15	0046700412
1968	BOS	Bill Russell	15	15	0046700412
1968	BOS	Don Nelson	20	20	0046700412
1968	BOS	John Havlicek	24	24	0046700412
1968	BOS	Larry Siegfried	17	17	0046700412
1968	BOS	Sam Jones	18	18	0046700412
1968	BOS	Tom Thacker	0	0	0046700412
1968	BOS	Wayne Embry	4	4	0046700412
1968	LAL	Archie Clark	17	17	0046700412
1968	LAL	Darrall Imhoff	9	9	0046700412
1968	LAL	Elgin Baylor	23	23	0046700412
1968	LAL	Erwin Mueller	2	2	0046700412
1968	LAL	Freddie Crawford	5	5	0046700412
1968	LAL	Gail Goodrich	5	5	0046700412
1968	LAL	Jerry West	35	35	0046700412
1968	LAL	Mel Counts	8	8	0046700412
1968	LAL	Tom Hawkins	19	19	0046700412
1968	LAL	Archie Clark	17	17	0046700413
1968	LAL	Darrall Imhoff	10	10	0046700413
1968	LAL	Elgin Baylor	28	28	0046700413
1968	LAL	Erwin Mueller	0	0	0046700413
1968	LAL	Freddie Crawford	1	1	0046700413
1968	LAL	Gail Goodrich	2	2	0046700413
1968	LAL	Jerry West	33	33	0046700413
1968	LAL	Mel Counts	15	15	0046700413
1968	LAL	Tom Hawkins	13	13	0046700413
1968	BOS	Bailey Howell	17	17	0046700413
1968	BOS	Bill Russell	25	25	0046700413
1968	BOS	Don Nelson	10	10	0046700413
1968	BOS	John Havlicek	27	27	0046700413
1968	BOS	Larry Siegfried	26	26	0046700413
1968	BOS	Sam Jones	20	20	0046700413
1968	BOS	Tom Thacker	2	2	0046700413
1968	LAL	Archie Clark	17	17	0046700414
1968	LAL	Darrall Imhoff	11	11	0046700414
1968	LAL	Elgin Baylor	30	30	0046700414
1968	LAL	Erwin Mueller	6	6	0046700414
1968	LAL	Freddie Crawford	0	0	0046700414
1968	LAL	Gail Goodrich	6	6	0046700414
1968	LAL	Jerry West	38	38	0046700414
1968	LAL	Mel Counts	4	4	0046700414
1968	LAL	Tom Hawkins	6	6	0046700414
1968	BOS	Bailey Howell	24	24	0046700414
1968	BOS	Bill Russell	11	11	0046700414
1968	BOS	Don Nelson	12	12	0046700414
1968	BOS	John Havlicek	23	23	0046700414
1968	BOS	Larry Siegfried	9	9	0046700414
1968	BOS	Sam Jones	20	20	0046700414
1968	BOS	Thomas Sanders	0	0	0046700414
1968	BOS	Tom Thacker	0	0	0046700414
1968	BOS	Wayne Embry	6	6	0046700414
1968	BOS	Bailey Howell	20	20	0046700415
1968	BOS	Bill Russell	22	22	0046700415
1968	BOS	Don Nelson	26	26	0046700415
1968	BOS	John Havlicek	31	31	0046700415
1968	BOS	Larry Siegfried	5	5	0046700415
1968	BOS	Sam Jones	16	16	0046700415
1968	BOS	Thomas Sanders	0	0	0046700415
1968	BOS	Wayne Embry	0	0	0046700415
1968	LAL	Archie Clark	15	15	0046700415
1968	LAL	Darrall Imhoff	7	7	0046700415
1968	LAL	Elgin Baylor	24	24	0046700415
1968	LAL	Erwin Mueller	0	0	0046700415
1968	LAL	Freddie Crawford	8	8	0046700415
1968	LAL	Gail Goodrich	2	2	0046700415
1968	LAL	Jerry West	35	35	0046700415
1968	LAL	Mel Counts	20	20	0046700415
1968	LAL	Tom Hawkins	6	6	0046700415
1968	LAL	Archie Clark	17	17	0046700416
1968	LAL	Darrall Imhoff	2	2	0046700416
1968	LAL	Elgin Baylor	28	28	0046700416
1968	LAL	Erwin Mueller	0	0	0046700416
1968	LAL	Freddie Crawford	6	6	0046700416
1968	LAL	Gail Goodrich	11	11	0046700416
1968	LAL	Jerry West	22	22	0046700416
1968	LAL	Mel Counts	11	11	0046700416
1968	LAL	Tom Hawkins	12	12	0046700416
1968	BOS	Bailey Howell	30	30	0046700416
1968	BOS	Bill Russell	12	12	0046700416
1968	BOS	Don Nelson	4	4	0046700416
1968	BOS	John Havlicek	40	40	0046700416
1968	BOS	Johnny Jones	2	2	0046700416
1968	BOS	Larry Siegfried	22	22	0046700416
1968	BOS	Mal Graham	0	0	0046700416
1968	BOS	Rick Weitzman	2	2	0046700416
1968	BOS	Sam Jones	12	12	0046700416
1968	BOS	Thomas Sanders	0	0	0046700416
1968	BOS	Tom Thacker	0	0	0046700416
1968	BOS	Wayne Embry	0	0	0046700416
1969	LAL	Elgin Baylor	20	20	0046800100
1969	LAL	Jerry West	42	42	0046800100
1969	LAL	Johnny Egan	9	9	0046800100
1969	LAL	Keith Erickson	6	6	0046800100
1969	LAL	Mel Counts	9	9	0046800100
1969	LAL	Tom Hawkins	2	2	0046800100
1969	LAL	Wilt Chamberlain	18	18	0046800100
1969	BOS	Bailey Howell	9	9	0046800100
1969	BOS	Bill Russell	6	6	0046800100
1969	BOS	Don Nelson	16	16	0046800100
1969	BOS	Emmette Bryant	20	20	0046800100
1969	BOS	John Havlicek	26	26	0046800100
1969	BOS	Larry Siegfried	7	7	0046800100
1969	BOS	Sam Jones	24	24	0046800100
1969	BOS	Bailey Howell	16	16	0046800221
1969	BOS	Bill Russell	2	2	0046800221
1969	BOS	Don Chaney	0	0	0046800221
1969	BOS	Don Nelson	12	12	0046800221
1969	BOS	Emmette Bryant	12	12	0046800221
1969	BOS	John Havlicek	35	35	0046800221
1969	BOS	Larry Siegfried	16	16	0046800221
1969	BOS	Sam Jones	20	20	0046800221
1969	BOS	Thomas Sanders	1	1	0046800221
1969	BOS	Bailey Howell	29	29	0046800222
1969	BOS	Bill Russell	3	3	0046800222
1969	BOS	Don Chaney	0	0	0046800222
1969	BOS	Don Nelson	21	21	0046800222
1969	BOS	Emmette Bryant	15	15	0046800222
1969	BOS	John Havlicek	24	24	0046800222
1969	BOS	Larry Siegfried	20	20	0046800222
1969	BOS	Mal Graham	0	0	0046800222
1969	BOS	Rich Johnson	2	2	0046800222
1969	BOS	Sam Jones	2	2	0046800222
1969	BOS	Thomas Sanders	18	18	0046800222
1969	BOS	Bailey Howell	19	19	0046800223
1969	BOS	Bill Russell	9	9	0046800223
1969	BOS	Don Nelson	18	18	0046800223
1969	BOS	Emmette Bryant	3	3	0046800223
1969	BOS	John Havlicek	27	27	0046800223
1969	BOS	Larry Siegfried	10	10	0046800223
1969	BOS	Sam Jones	28	28	0046800223
1969	BOS	Thomas Sanders	11	11	0046800223
1969	BOS	Bailey Howell	22	22	0046800224
1969	BOS	Bill Russell	14	14	0046800224
1969	BOS	Don Nelson	13	13	0046800224
1969	BOS	Emmette Bryant	4	4	0046800224
1969	BOS	John Havlicek	28	28	0046800224
1969	BOS	Larry Siegfried	10	10	0046800224
1969	BOS	Sam Jones	19	19	0046800224
1969	BOS	Thomas Sanders	6	6	0046800224
1969	BOS	Bailey Howell	11	11	0046800225
1969	BOS	Bill Russell	5	5	0046800225
1969	BOS	Don Nelson	18	18	0046800225
1969	BOS	Emmette Bryant	14	14	0046800225
1969	BOS	John Havlicek	22	22	0046800225
1969	BOS	Larry Siegfried	4	4	0046800225
1969	BOS	Sam Jones	16	16	0046800225
1969	BOS	Thomas Sanders	3	3	0046800225
1969	LAL	Bill Hewitt	6	6	0046800231
1969	LAL	Elgin Baylor	12	12	0046800231
1969	LAL	Jerry West	36	36	0046800231
1969	LAL	Johnny Egan	11	11	0046800231
1969	LAL	Keith Erickson	5	5	0046800231
1969	LAL	Mel Counts	13	13	0046800231
1969	LAL	Wilt Chamberlain	11	11	0046800231
1969	LAL	Bill Hewitt	6	6	0046800232
1969	LAL	Elgin Baylor	20	20	0046800232
1969	LAL	Freddie Crawford	0	0	0046800232
1969	LAL	Jerry West	36	36	0046800232
1969	LAL	Johnny Egan	8	8	0046800232
1969	LAL	Keith Erickson	4	4	0046800232
1969	LAL	Mel Counts	15	15	0046800232
1969	LAL	Tom Hawkins	2	2	0046800232
1969	LAL	Wilt Chamberlain	10	10	0046800232
1969	LAL	Bill Hewitt	20	20	0046800233
1969	LAL	Cliff Anderson	2	2	0046800233
1969	LAL	Elgin Baylor	7	7	0046800233
1969	LAL	Freddie Crawford	0	0	0046800233
1969	LAL	Jay Carty	1	1	0046800233
1969	LAL	Jerry West	25	25	0046800233
1969	LAL	Johnny Egan	18	18	0046800233
1969	LAL	Keith Erickson	8	8	0046800233
1969	LAL	Mel Counts	11	11	0046800233
1969	LAL	Tom Hawkins	1	1	0046800233
1969	LAL	Wilt Chamberlain	22	22	0046800233
1969	LAL	Bill Hewitt	12	12	0046800234
1969	LAL	Cliff Anderson	0	0	0046800234
1969	LAL	Elgin Baylor	10	10	0046800234
1969	LAL	Freddie Crawford	2	2	0046800234
1969	LAL	Jay Carty	0	0	0046800234
1969	LAL	Jerry West	36	36	0046800234
1969	LAL	Johnny Egan	10	10	0046800234
1969	LAL	Keith Erickson	12	12	0046800234
1969	LAL	Mel Counts	9	9	0046800234
1969	LAL	Tom Hawkins	1	1	0046800234
1969	LAL	Wilt Chamberlain	11	11	0046800234
1969	LAL	Bill Hewitt	10	10	0046800235
1969	LAL	Elgin Baylor	14	14	0046800235
1969	LAL	Jerry West	29	29	0046800235
1969	LAL	Johnny Egan	14	14	0046800235
1969	LAL	Keith Erickson	4	4	0046800235
1969	LAL	Mel Counts	17	17	0046800235
1969	LAL	Tom Hawkins	8	8	0046800235
1969	LAL	Wilt Chamberlain	7	7	0046800235
1969	LAL	Bill Hewitt	13	13	0046800236
1969	LAL	Cliff Anderson	2	2	0046800236
1969	LAL	Elgin Baylor	9	9	0046800236
1969	LAL	Freddie Crawford	2	2	0046800236
1969	LAL	Jerry West	29	29	0046800236
1969	LAL	Johnny Egan	6	6	0046800236
1969	LAL	Keith Erickson	16	16	0046800236
1969	LAL	Mel Counts	14	14	0046800236
1969	LAL	Tom Hawkins	16	16	0046800236
1969	LAL	Wilt Chamberlain	11	11	0046800236
1969	BOS	Bailey Howell	27	27	0046800312
1969	BOS	Bill Russell	14	14	0046800312
1969	BOS	Don Chaney	3	3	0046800312
1969	BOS	Don Nelson	7	7	0046800312
1969	BOS	Emmette Bryant	11	11	0046800312
1969	BOS	John Havlicek	15	15	0046800312
1969	BOS	Larry Siegfried	9	9	0046800312
1969	BOS	Rich Johnson	0	0	0046800312
1969	BOS	Sam Jones	13	13	0046800312
1969	BOS	Thomas Sanders	13	13	0046800312
1969	BOS	Bailey Howell	15	15	0046800313
1969	BOS	Bill Russell	16	16	0046800313
1969	BOS	Don Nelson	7	7	0046800313
1969	BOS	Emmette Bryant	16	16	0046800313
1969	BOS	John Havlicek	8	8	0046800313
1969	BOS	Larry Siegfried	5	5	0046800313
1969	BOS	Sam Jones	15	15	0046800313
1969	BOS	Thomas Sanders	9	9	0046800313
1969	BOS	Bailey Howell	7	7	0046800314
1969	BOS	Bill Russell	21	21	0046800314
1969	BOS	Don Chaney	0	0	0046800314
1969	BOS	Don Nelson	15	15	0046800314
1969	BOS	Emmette Bryant	10	10	0046800314
1969	BOS	John Havlicek	19	19	0046800314
1969	BOS	Larry Siegfried	12	12	0046800314
1969	BOS	Sam Jones	9	9	0046800314
1969	BOS	Thomas Sanders	4	4	0046800314
1969	BOS	Bailey Howell	22	22	0046800315
1969	BOS	Bill Russell	25	25	0046800315
1969	BOS	Don Chaney	0	0	0046800315
1969	BOS	Don Nelson	18	18	0046800315
1969	BOS	Emmette Bryant	4	4	0046800315
1969	BOS	John Havlicek	29	29	0046800315
1969	BOS	Larry Siegfried	0	0	0046800315
1969	BOS	Sam Jones	3	3	0046800315
1969	BOS	Thomas Sanders	3	3	0046800315
1969	BOS	Bailey Howell	7	7	0046800316
1969	BOS	Bill Russell	12	12	0046800316
1969	BOS	Don Nelson	3	3	0046800316
1969	BOS	Emmette Bryant	19	19	0046800316
1969	BOS	John Havlicek	28	28	0046800316
1969	BOS	Larry Siegfried	3	3	0046800316
1969	BOS	Sam Jones	29	29	0046800316
1969	BOS	Thomas Sanders	5	5	0046800316
1969	LAL	Bill Hewitt	10	10	0046800321
1969	LAL	Elgin Baylor	16	16	0046800321
1969	LAL	Jerry West	25	25	0046800321
1969	LAL	Johnny Egan	18	18	0046800321
1969	LAL	Keith Erickson	0	0	0046800321
1969	LAL	Mel Counts	11	11	0046800321
1969	LAL	Wilt Chamberlain	15	15	0046800321
1969	LAL	Bill Hewitt	15	15	0046800322
1969	LAL	Elgin Baylor	11	11	0046800322
1969	LAL	Jerry West	19	19	0046800322
1969	LAL	Johnny Egan	15	15	0046800322
1969	LAL	Keith Erickson	2	2	0046800322
1969	LAL	Mel Counts	19	19	0046800322
1969	LAL	Wilt Chamberlain	23	23	0046800322
1969	LAL	Bill Hewitt	11	11	0046800323
1969	LAL	Elgin Baylor	9	9	0046800323
1969	LAL	Jerry West	13	13	0046800323
1969	LAL	Johnny Egan	19	19	0046800323
1969	LAL	Keith Erickson	8	8	0046800323
1969	LAL	Mel Counts	9	9	0046800323
1969	LAL	Wilt Chamberlain	17	17	0046800323
1969	LAL	Bill Hewitt	11	11	0046800324
1969	LAL	Elgin Baylor	14	14	0046800324
1969	LAL	Jerry West	22	22	0046800324
1969	LAL	Johnny Egan	10	10	0046800324
1969	LAL	Keith Erickson	3	3	0046800324
1969	LAL	Mel Counts	13	13	0046800324
1969	LAL	Tom Hawkins	2	2	0046800324
1969	LAL	Wilt Chamberlain	25	25	0046800324
1969	LAL	Bill Hewitt	10	10	0046800325
1969	LAL	Elgin Baylor	29	29	0046800325
1969	LAL	Jerry West	21	21	0046800325
1969	LAL	Johnny Egan	16	16	0046800325
1969	LAL	Keith Erickson	3	3	0046800325
1969	LAL	Mel Counts	2	2	0046800325
1969	LAL	Tom Hawkins	7	7	0046800325
1969	LAL	Wilt Chamberlain	16	16	0046800325
1969	LAL	Bill Hewitt	10	10	0046800411
1969	LAL	Elgin Baylor	24	29	0046800411
1969	LAL	Freddie Crawford	0	0	0046800411
1969	LAL	Jerry West	53	63	0046800411
1969	LAL	Johnny Egan	10	13	0046800411
1969	LAL	Keith Erickson	5	7	0046800411
1969	LAL	Mel Counts	3	3	0046800411
1969	LAL	Tom Hawkins	0	1	0046800411
1969	LAL	Wilt Chamberlain	15	19	0046800411
1969	BOS	Bailey Howell	8	8	0046800411
1969	BOS	Bill Russell	16	21	0046800411
1969	BOS	Don Chaney	1	1	0046800411
1969	BOS	Don Nelson	16	19	0046800411
1969	BOS	Emmette Bryant	17	20	0046800411
1969	BOS	John Havlicek	37	41	0046800411
1969	BOS	Larry Siegfried	2	4	0046800411
1969	BOS	Sam Jones	21	27	0046800411
1969	LAL	Bill Hewitt	5	5	0046800412
1969	LAL	Elgin Baylor	32	32	0046800412
1969	LAL	Jerry West	41	41	0046800412
1969	LAL	Johnny Egan	26	26	0046800412
1969	LAL	Keith Erickson	2	2	0046800412
1969	LAL	Mel Counts	6	6	0046800412
1969	LAL	Tom Hawkins	2	2	0046800412
1969	LAL	Wilt Chamberlain	4	4	0046800412
1969	BOS	Bailey Howell	16	16	0046800412
1969	BOS	Bill Russell	9	9	0046800412
1969	BOS	Don Chaney	1	1	0046800412
1969	BOS	Don Nelson	5	5	0046800412
1969	BOS	Emmette Bryant	8	8	0046800412
1969	BOS	John Havlicek	43	43	0046800412
1969	BOS	Larry Siegfried	9	9	0046800412
1969	BOS	Sam Jones	21	21	0046800412
1969	BOS	Thomas Sanders	0	0	0046800412
1969	BOS	Bailey Howell	10	10	0046800413
1969	BOS	Bill Russell	11	11	0046800413
1969	BOS	Don Nelson	4	4	0046800413
1969	BOS	Emmette Bryant	3	3	0046800413
1969	BOS	John Havlicek	34	34	0046800413
1969	BOS	Larry Siegfried	28	28	0046800413
1969	BOS	Sam Jones	15	15	0046800413
1969	BOS	Thomas Sanders	6	6	0046800413
1969	LAL	Bill Hewitt	1	1	0046800413
1969	LAL	Elgin Baylor	11	11	0046800413
1969	LAL	Jerry West	24	24	0046800413
1969	LAL	Johnny Egan	22	22	0046800413
1969	LAL	Keith Erickson	10	10	0046800413
1969	LAL	Mel Counts	18	18	0046800413
1969	LAL	Tom Hawkins	3	3	0046800413
1969	LAL	Wilt Chamberlain	16	16	0046800413
1969	BOS	Bailey Howell	16	16	0046800414
1969	BOS	Bill Russell	6	6	0046800414
1969	BOS	Don Nelson	3	3	0046800414
1969	BOS	Emmette Bryant	4	4	0046800414
1969	BOS	John Havlicek	21	21	0046800414
1969	BOS	Larry Siegfried	20	20	0046800414
1969	BOS	Sam Jones	16	16	0046800414
1969	BOS	Thomas Sanders	3	3	0046800414
1969	LAL	Bill Hewitt	0	0	0046800414
1969	LAL	Elgin Baylor	5	5	0046800414
1969	LAL	Jerry West	40	40	0046800414
1969	LAL	Johnny Egan	9	9	0046800414
1969	LAL	Keith Erickson	16	16	0046800414
1969	LAL	Mel Counts	6	6	0046800414
1969	LAL	Tom Hawkins	4	4	0046800414
1969	LAL	Wilt Chamberlain	8	8	0046800414
1969	LAL	Elgin Baylor	8	8	0046800415
1969	LAL	Jerry West	39	39	0046800415
1969	LAL	Johnny Egan	23	23	0046800415
1969	LAL	Keith Erickson	16	16	0046800415
1969	LAL	Mel Counts	13	13	0046800415
1969	LAL	Tom Hawkins	5	5	0046800415
1969	LAL	Wilt Chamberlain	13	13	0046800415
1969	BOS	Bailey Howell	11	11	0046800415
1969	BOS	Bill Russell	7	7	0046800415
1969	BOS	Don Nelson	14	14	0046800415
1969	BOS	Emmette Bryant	7	7	0046800415
1969	BOS	John Havlicek	18	18	0046800415
1969	BOS	Larry Siegfried	20	20	0046800415
1969	BOS	Sam Jones	25	25	0046800415
1969	BOS	Thomas Sanders	2	2	0046800415
1969	BOS	Bailey Howell	4	4	0046800416
1969	BOS	Bill Russell	9	9	0046800416
1969	BOS	Don Nelson	25	25	0046800416
1969	BOS	Emmette Bryant	18	18	0046800416
1969	BOS	John Havlicek	19	19	0046800416
1969	BOS	Larry Siegfried	12	12	0046800416
1969	BOS	Sam Jones	9	9	0046800416
1969	BOS	Thomas Sanders	3	3	0046800416
1969	LAL	Elgin Baylor	26	26	0046800416
1969	LAL	Jerry West	26	26	0046800416
1969	LAL	Johnny Egan	7	7	0046800416
1969	LAL	Keith Erickson	7	7	0046800416
1969	LAL	Mel Counts	14	14	0046800416
1969	LAL	Tom Hawkins	2	2	0046800416
1969	LAL	Wilt Chamberlain	8	8	0046800416
1969	BOS	Bailey Howell	21	21	0046803001
1969	BOS	Bill Russell	10	10	0046803001
1969	BOS	Don Nelson	9	9	0046803001
1969	BOS	Emmette Bryant	13	13	0046803001
1969	BOS	John Havlicek	25	25	0046803001
1969	BOS	Larry Siegfried	12	12	0046803001
1969	BOS	Sam Jones	18	18	0046803001
1970	LAL	Eldo Garrett	2	2	0046900221
1970	LAL	Elgin Baylor	32	32	0046900221
1970	LAL	Happy Hairston	11	11	0046900221
1970	LAL	Jerry West	27	27	0046900221
1970	LAL	John Tresvant	2	2	0046900221
1970	LAL	Johnny Egan	9	9	0046900221
1970	LAL	Keith Erickson	10	10	0046900221
1970	LAL	Mel Counts	6	6	0046900221
1970	LAL	Rick Roberson	0	0	0046900221
1970	LAL	Wilt Chamberlain	29	29	0046900221
1970	LAL	Eldo Garrett	2	2	0046900222
1970	LAL	Elgin Baylor	14	14	0046900222
1970	LAL	Happy Hairston	10	10	0046900222
1970	LAL	Jerry West	33	33	0046900222
1970	LAL	Johnny Egan	0	0	0046900222
1970	LAL	Keith Erickson	14	14	0046900222
1970	LAL	Mel Counts	9	9	0046900222
1970	LAL	Wilt Chamberlain	19	19	0046900222
1970	LAL	Eldo Garrett	13	13	0046900223
1970	LAL	Elgin Baylor	20	20	0046900223
1970	LAL	Happy Hairston	9	9	0046900223
1970	LAL	Jerry West	31	31	0046900223
1970	LAL	Johnny Egan	8	8	0046900223
1970	LAL	Mel Counts	4	4	0046900223
1970	LAL	Rick Roberson	2	2	0046900223
1970	LAL	Wilt Chamberlain	11	11	0046900223
1970	LAL	Eldo Garrett	2	2	0046900224
1970	LAL	Elgin Baylor	0	0	0046900224
1970	LAL	Happy Hairston	11	11	0046900224
1970	LAL	Jerry West	27	27	0046900224
1970	LAL	John Tresvant	6	6	0046900224
1970	LAL	Johnny Egan	0	0	0046900224
1970	LAL	Keith Erickson	8	8	0046900224
1970	LAL	Mel Counts	8	8	0046900224
1970	LAL	Rick Roberson	11	11	0046900224
1970	LAL	Wilt Chamberlain	29	29	0046900224
1970	LAL	Eldo Garrett	15	15	0046900225
1970	LAL	Elgin Baylor	9	9	0046900225
1970	LAL	Jerry West	36	36	0046900225
1970	LAL	John Tresvant	16	16	0046900225
1970	LAL	Johnny Egan	0	0	0046900225
1970	LAL	Keith Erickson	8	8	0046900225
1970	LAL	Mel Counts	18	18	0046900225
1970	LAL	Rick Roberson	0	0	0046900225
1970	LAL	Willie McCarter	0	0	0046900225
1970	LAL	Wilt Chamberlain	36	36	0046900225
1970	LAL	Eldo Garrett	19	19	0046900226
1970	LAL	Elgin Baylor	19	19	0046900226
1970	LAL	Happy Hairston	0	0	0046900226
1970	LAL	Jerry West	35	35	0046900226
1970	LAL	John Tresvant	0	0	0046900226
1970	LAL	Keith Erickson	15	15	0046900226
1970	LAL	Mel Counts	4	4	0046900226
1970	LAL	Rick Roberson	0	0	0046900226
1970	LAL	Wilt Chamberlain	12	12	0046900226
1970	LAL	Eldo Garrett	20	20	0046900227
1970	LAL	Elgin Baylor	25	25	0046900227
1970	LAL	Happy Hairston	10	10	0046900227
1970	LAL	Jerry West	19	19	0046900227
1970	LAL	John Tresvant	5	5	0046900227
1970	LAL	Keith Erickson	2	2	0046900227
1970	LAL	Mel Counts	10	10	0046900227
1970	LAL	Mike Lynn	2	2	0046900227
1970	LAL	Rick Roberson	2	2	0046900227
1970	LAL	Willie McCarter	4	4	0046900227
1970	LAL	Wilt Chamberlain	30	30	0046900227
1970	NYK	Bill Bradley	21	21	0046900241
1970	NYK	Cazzie Russell	8	8	0046900241
1970	NYK	Dave DeBusschere	22	22	0046900241
1970	NYK	Dave Stallworth	6	6	0046900241
1970	NYK	Dick Barnett	15	15	0046900241
1970	NYK	Mike Riordan	2	2	0046900241
1970	NYK	Nate Bowman	0	0	0046900241
1970	NYK	Walt Frazier	16	16	0046900241
1970	NYK	Willis Reed	30	30	0046900241
1970	NYK	Bill Bradley	15	15	0046900242
1970	NYK	Cazzie Russell	6	6	0046900242
1970	NYK	Dave DeBusschere	14	14	0046900242
1970	NYK	Dave Stallworth	0	0	0046900242
1970	NYK	Dick Barnett	10	10	0046900242
1970	NYK	Johnny Warren	0	0	0046900242
1970	NYK	Mike Riordan	13	13	0046900242
1970	NYK	Nate Bowman	2	2	0046900242
1970	NYK	Walt Frazier	19	19	0046900242
1970	NYK	Willis Reed	27	27	0046900242
1970	NYK	Bill Bradley	12	12	0046900243
1970	NYK	Cazzie Russell	2	2	0046900243
1970	NYK	Dave DeBusschere	18	18	0046900243
1970	NYK	Dave Stallworth	12	12	0046900243
1970	NYK	Dick Barnett	19	19	0046900243
1970	NYK	Don May	0	0	0046900243
1970	NYK	Johnny Warren	0	0	0046900243
1970	NYK	Mike Riordan	8	8	0046900243
1970	NYK	Walt Frazier	24	24	0046900243
1970	NYK	Willis Reed	12	12	0046900243
1970	NYK	Wilmer Hosket	6	6	0046900243
1970	NYK	Bill Bradley	9	9	0046900244
1970	NYK	Cazzie Russell	4	4	0046900244
1970	NYK	Dave DeBusschere	12	12	0046900244
1970	NYK	Dave Stallworth	8	8	0046900244
1970	NYK	Dick Barnett	6	6	0046900244
1970	NYK	Johnny Warren	0	0	0046900244
1970	NYK	Mike Riordan	8	8	0046900244
1970	NYK	Nate Bowman	0	0	0046900244
1970	NYK	Walt Frazier	25	25	0046900244
1970	NYK	Willis Reed	20	20	0046900244
1970	NYK	Bill Bradley	14	14	0046900245
1970	NYK	Cazzie Russell	2	2	0046900245
1970	NYK	Dave DeBusschere	13	13	0046900245
1970	NYK	Dave Stallworth	0	0	0046900245
1970	NYK	Dick Barnett	11	11	0046900245
1970	NYK	Johnny Warren	0	0	0046900245
1970	NYK	Mike Riordan	9	9	0046900245
1970	NYK	Nate Bowman	0	0	0046900245
1970	NYK	Walt Frazier	16	16	0046900245
1970	NYK	Willis Reed	36	36	0046900245
1970	NYK	Bill Bradley	5	5	0046900246
1970	NYK	Cazzie Russell	9	9	0046900246
1970	NYK	Dave DeBusschere	4	4	0046900246
1970	NYK	Dave Stallworth	16	16	0046900246
1970	NYK	Dick Barnett	14	14	0046900246
1970	NYK	Mike Riordan	11	11	0046900246
1970	NYK	Walt Frazier	18	18	0046900246
1970	NYK	Willis Reed	10	10	0046900246
1970	NYK	Wilmer Hosket	0	0	0046900246
1970	NYK	Bill Bradley	8	8	0046900247
1970	NYK	Cazzie Russell	18	18	0046900247
1970	NYK	Dave DeBusschere	28	28	0046900247
1970	NYK	Dave Stallworth	3	3	0046900247
1970	NYK	Dick Barnett	28	28	0046900247
1970	NYK	Mike Riordan	10	10	0046900247
1970	NYK	Nate Bowman	0	0	0046900247
1970	NYK	Walt Frazier	15	15	0046900247
1970	NYK	Willis Reed	14	14	0046900247
1970	NYK	Wilmer Hosket	3	3	0046900247
1970	LAL	Eldo Garrett	4	4	0046900311
1970	LAL	Elgin Baylor	30	30	0046900311
1970	LAL	Happy Hairston	2	2	0046900311
1970	LAL	Jerry West	38	38	0046900311
1970	LAL	Johnny Egan	5	5	0046900311
1970	LAL	Keith Erickson	16	16	0046900311
1970	LAL	Mel Counts	8	8	0046900311
1970	LAL	Wilt Chamberlain	16	16	0046900311
1970	LAL	Eldo Garrett	24	24	0046900312
1970	LAL	Elgin Baylor	16	16	0046900312
1970	LAL	Happy Hairston	2	2	0046900312
1970	LAL	Jerry West	23	23	0046900312
1970	LAL	Johnny Egan	5	5	0046900312
1970	LAL	Keith Erickson	7	7	0046900312
1970	LAL	Mel Counts	4	4	0046900312
1970	LAL	Wilt Chamberlain	24	24	0046900312
1970	LAL	Eldo Garrett	18	18	0046900313
1970	LAL	Elgin Baylor	15	15	0046900313
1970	LAL	Happy Hairston	6	6	0046900313
1970	LAL	Jerry West	35	35	0046900313
1970	LAL	John Tresvant	14	14	0046900313
1970	LAL	Johnny Egan	0	0	0046900313
1970	LAL	Keith Erickson	8	8	0046900313
1970	LAL	Mel Counts	0	0	0046900313
1970	LAL	Willie McCarter	1	1	0046900313
1970	LAL	Wilt Chamberlain	18	18	0046900313
1970	LAL	Eldo Garrett	20	20	0046900314
1970	LAL	Elgin Baylor	31	31	0046900314
1970	LAL	Happy Hairston	18	18	0046900314
1970	LAL	Jerry West	39	39	0046900314
1970	LAL	John Tresvant	4	4	0046900314
1970	LAL	Johnny Egan	4	4	0046900314
1970	LAL	Keith Erickson	0	0	0046900314
1970	LAL	Mel Counts	2	2	0046900314
1970	LAL	Mike Lynn	2	2	0046900314
1970	LAL	Willie McCarter	2	2	0046900314
1970	LAL	Wilt Chamberlain	11	11	0046900314
1970	NYK	Bill Bradley	18	18	0046900321
1970	NYK	Cazzie Russell	18	18	0046900321
1970	NYK	Dave DeBusschere	18	18	0046900321
1970	NYK	Dave Stallworth	2	2	0046900321
1970	NYK	Dick Barnett	17	17	0046900321
1970	NYK	Mike Riordan	5	5	0046900321
1970	NYK	Nate Bowman	2	2	0046900321
1970	NYK	Walt Frazier	6	6	0046900321
