year	teamID	name	playerID
1953	MLH	Bill Calhoun	calhobi01
1953	MLH	Dillard Crocker	crockdi01
1953	MLH	Pete Darcey	darcepe01
1953	MLH	George Feigenbaum	feigege01
1953	MLH	Mel Hutchins	hutchme01
1953	MLH	Andrew Levane	levanan01
1953	MLH	Al Masino	masinal01
1953	MLH	Bucky McConnell	mcconbu01
1953	MLH	Stan Miasek	miasest01
1953	MLH	Eddie Miller	milleed01
1953	MLH	Dave Minor	minorda01
1953	MLH	Jack Nichols	nichoja01
1953	MLH	John O'Boyle	oboyljo01
1953	MLH	Mike O'Neill	oneilmi01
1953	MLH	Don Otten	ottendo01
1953	MLH	Johnny Payak	payakjo01
1953	MLH	George Ratkovicz	ratkoge01
1953	MLH	Mark Workman	workmma01
1953	MNL	Bob Harrison	harribo02
1953	MNL	Lew Hitch	hitchle01
1953	MNL	Jim Holstein	holstji01
1953	MNL	Slater Martin	martisl01
1953	MNL	George Mikan	mikange01
1953	MNL	Vern Mikkelsen	mikkeve01
1953	MNL	Jim Pollard	pollaji01
1953	MNL	Pep Saul	saulpe01
1953	MNL	Howie Schultz	schulho01
1953	MNL	Whitey Skoog	skoogwh01
1953	NYK	Vince Boryla	borylvi01
1953	NYK	Carl Braun	braunca01
1953	NYK	Dick Bunt	buntdi01
1953	NYK	Nat Clifton	cliftna01
1953	NYK	Harry Gallatin	gallaha01
1953	NYK	Ray Lumpp	lumppra01
1953	NYK	Alfred McGuire	mcguial01
1953	NYK	Dick McGuire	mcguidi01
1953	NYK	Ralph Polson	polsora01
1953	NYK	Sherwin Raiken	raikesh01
1953	NYK	Connie Simmons	simmoco01
1953	NYK	Dick Surhoff	surhodi01
1953	NYK	Ernie Vandeweghe	vandeer01
1953	NYK	Max Zaslofsky	zasloma01
1953	PHW	Nelson Bobb	bobbne01
1953	PHW	Danny Finn	finnda01
