part	rank	time	name	year	day
1	26	Dec 16  00:08:32	perimosocordiae	2016	16
1	27	Dec 16  00:08:33	(AoC++)	2016	16
1	28	Dec 16  00:08:36	msullivan	2016	16
1	29	Dec 16  00:08:42	Peter Berczi	2016	16
1	30	Dec 16  00:08:47	rennex	2016	16
1	31	Dec 16  00:08:50	jamesk727	2016	16
1	32	Dec 16  00:08:53	marcusstuhr	2016	16
1	33	Dec 16  00:09:02	Colton Pauderis	2016	16
1	34	Dec 16  00:09:08	malisper	2016	16
1	35	Dec 16  00:09:12	Austin	2016	16
1	36	Dec 16  00:09:14	Daniel Tomkins	2016	16
1	37	Dec 16  00:09:20	Matthew Tadd	2016	16
1	38	Dec 16  00:09:28	BhuvanB	2016	16
1	39	Dec 16  00:09:34	(AoC++)	2016	16
1	40	Dec 16  00:09:42	(AoC++)	2016	16
1	41	Dec 16  00:09:51	(AoC++)	2016	16
1	42	Dec 16  00:09:53	etotheipi1	2016	16
1	43	Dec 16  00:09:59	(AoC++)	2016	16
1	44	Dec 16  00:09:59	drysle	2016	16
1	45	Dec 16  00:10:00	DeathWalrus	2016	16
1	46	Dec 16  00:10:04	(anonymous user #146689)	2016	16
1	47	Dec 16  00:10:06	Harrison Weigel	2016	16
1	48	Dec 16  00:10:07	Alex Crimi	2016	16
1	49	Dec 16  00:10:07	Vid Drobnič	2016	16
1	50	Dec 16  00:10:11	(anonymous user #14246)	2016	16
1	51	Dec 16  00:10:17	bovard	2016	16
1	52	Dec 16  00:10:21	Ji An Yang	2016	16
1	53	Dec 16  00:10:30	samczsun	2016	16
1	54	Dec 16  00:10:32	Brandon Zhang	2016	16
1	55	Dec 16  00:10:33	Jan Dvořák	2016	16
1	56	Dec 16  00:10:38	tpospisi	2016	16
1	57	Dec 16  00:10:43	(AoC++)	2016	16
1	58	Dec 16  00:10:47	Emily Dobervich	2016	16
1	59	Dec 16  00:10:53	Joshua Berne	2016	16
1	60	Dec 16  00:10:57	farafonoff	2016	16
1	61	Dec 16  00:10:58	Michael Peng	2016	16
1	62	Dec 16  00:10:59	(AoC++)	2016	16
1	63	Dec 16  00:11:01	evandrix	2016	16
1	64	Dec 16  00:11:02	(AoC++)	2016	16
1	65	Dec 16  00:11:06	(AoC++)	2016	16
1	66	Dec 16  00:11:07	(AoC++)	2016	16
1	67	Dec 16  00:11:15	John Cornwell	2016	16
1	68	Dec 16  00:11:27	Niak	2016	16
1	69	Dec 16  00:11:32	Daniel Dara	2016	16
1	70	Dec 16  00:11:39	jackdied	2016	16
1	71	Dec 16  00:11:45	(AoC++)	2016	16
1	72	Dec 16  00:11:49	Addy	2016	16
1	73	Dec 16  00:11:51	Primož Črnigoj	2016	16
1	74	Dec 16  00:11:59	kalven	2016	16
1	75	Dec 16  00:11:59	(AoC++)	2016	16
1	76	Dec 16  00:12:03	Sean Curtis	2016	16
1	77	Dec 16  00:12:04	Pavel Rozenblioum	2016	16
1	78	Dec 16  00:12:10	(AoC++)	2016	16
1	79	Dec 16  00:12:11	akerl	2016	16
1	80	Dec 16  00:12:11	sguest	2016	16
1	81	Dec 16  00:12:14	jacekrobak	2016	16
1	82	Dec 16  00:12:15	Tom Quinn	2016	16
1	83	Dec 16  00:12:16	Zoooook	2016	16
1	84	Dec 16  00:12:17	caspianb	2016	16
1	85	Dec 16  00:12:17	GlenboLake	2016	16
1	86	Dec 16  00:12:18	(AoC++)	2016	16
1	87	Dec 16  00:12:19	Matt Boehm	2016	16
1	88	Dec 16  00:12:35	dmwit	2016	16
1	89	Dec 16  00:12:36	vaultah	2016	16
1	90	Dec 16  00:12:44	Emil Lundberg	2016	16
1	91	Dec 16  00:12:45	John Lindberg	2016	16
1	92	Dec 16  00:12:55	Ago Luberg	2016	16
1	93	Dec 16  00:13:01	Marco Jäger	2016	16
1	94	Dec 16  00:13:12	Conrad Meyer	2016	16
1	95	Dec 16  00:13:18	mofr	2016	16
1	96	Dec 16  00:13:19	fnuttplus	2016	16
1	97	Dec 16  00:13:19	Adam Pianka	2016	16
1	98	Dec 16  00:13:27	Toni Fadjukoff	2016	16
1	99	Dec 16  00:13:28	(anonymous user #31658)	2016	16
1	100	Dec 16  00:13:30	Roderic Day	2016	16
2	1	Dec 16  00:02:22	xiaowuc1	2016	16
2	2	Dec 16  00:03:31	Robert Xiao	2016	16
2	3	Dec 16  00:04:14	mserrano	2016	16
2	4	Dec 16  00:04:18	(AoC++)	2016	16
2	5	Dec 16  00:04:37	Kevin Wang	2016	16
2	6	Dec 16  00:04:50	(AoC++)	2016	16
2	7	Dec 16  00:04:53	(AoC++)	2016	16
2	8	Dec 16  00:05:14	(AoC++)	2016	16
2	9	Dec 16  00:05:33	Andrew Skalski	2016	16
2	10	Dec 16  00:05:37	gzgreg	2016	16
2	11	Dec 16  00:05:38	orez-	2016	16
2	12	Dec 16  00:05:38	CJ Guttormsson	2016	16
2	13	Dec 16  00:05:41	Brent Yorgey	2016	16
2	14	Dec 16  00:05:54	(AoC++)	2016	16
2	15	Dec 16  00:06:06	Anthony Nguyen	2016	16
2	16	Dec 16  00:06:09	jtbandes	2016	16
2	17	Dec 16  00:06:10	Ben Blum	2016	16
2	18	Dec 16  00:06:10	(AoC++)	2016	16
2	19	Dec 16  00:06:16	Paul Wild	2016	16
2	20	Dec 16  00:06:19	N Murdoch	2016	16
2	21	Dec 16  00:06:20	DjinnKahn	2016	16
2	22	Dec 16  00:06:23	(AoC++)	2016	16
2	23	Dec 16  00:06:29	Daniel Tomkins	2016	16
2	24	Dec 16  00:06:30	(anonymous user #8336)	2016	16
2	25	Dec 16  00:06:40	(AoC++)	2016	16
2	26	Dec 16  00:06:55	Austin	2016	16
2	27	Dec 16  00:06:55	Paige Ruten	2016	16
2	28	Dec 16  00:06:56	Tyson Boucher	2016	16
2	29	Dec 16  00:07:03	jamesk727	2016	16
2	30	Dec 16  00:07:04	malisper	2016	16
2	31	Dec 16  00:07:07	Harrison Weigel	2016	16
2	32	Dec 16  00:07:09	(AoC++)	2016	16
2	33	Dec 16  00:07:13	(AoC++)	2016	16
2	34	Dec 16  00:07:17	Pascal-J	2016	16
2	35	Dec 16  00:07:21	Ricky Zhou	2016	16
2	36	Dec 16  00:07:21	DeathWalrus	2016	16
2	37	Dec 16  00:07:25	msullivan	2016	16
2	38	Dec 16  00:07:26	(AoC++)	2016	16
2	39	Dec 16  00:07:33	(anonymous user #119362)	2016	16
2	40	Dec 16  00:07:38	(AoC++)	2016	16
2	41	Dec 16  00:07:40	ephemient	2016	16
2	42	Dec 16  00:07:42	Michael C. Martin	2016	16
2	43	Dec 16  00:07:43	etotheipi1	2016	16
2	44	Dec 16  00:07:44	(AoC++)	2016	16
2	45	Dec 16  00:07:53	Stephen	2016	16
2	46	Dec 16  00:07:55	perimosocordiae	2016	16
2	47	Dec 16  00:07:57	chaosagent	2016	16
2	48	Dec 16  00:07:59	rennex	2016	16
2	49	Dec 16  00:08:00	(anonymous user #146689)	2016	16
2	50	Dec 16  00:08:03	Ago Luberg	2016	16
2	51	Dec 16  00:08:10	(AoC++)	2016	16
2	52	Dec 16  00:08:12	Colton Pauderis	2016	16
2	53	Dec 16  00:08:15	drysle	2016	16
2	54	Dec 16  00:08:16	marcusstuhr	2016	16
2	55	Dec 16  00:08:21	Tom Quinn	2016	16
2	56	Dec 16  00:08:21	(AoC++)	2016	16
2	57	Dec 16  00:08:21	Peter Berczi	2016	16
2	58	Dec 16  00:08:26	Matthew Tadd	2016	16
2	59	Dec 16  00:08:32	(AoC++)	2016	16
2	60	Dec 16  00:08:46	Bradcomp	2016	16
2	61	Dec 16  00:08:49	samczsun	2016	16
2	62	Dec 16  00:08:59	BhuvanB	2016	16
2	63	Dec 16  00:09:00	Emily Dobervich	2016	16
2	64	Dec 16  00:09:00	Jan Dvořák	2016	16
2	65	Dec 16  00:09:01	Ji An Yang	2016	16
2	66	Dec 16  00:09:11	bovard	2016	16
2	67	Dec 16  00:09:13	(AoC++)	2016	16
2	68	Dec 16  00:09:21	(AoC++)	2016	16
2	69	Dec 16  00:09:21	caspianb	2016	16
2	70	Dec 16  00:09:23	(AoC++)	2016	16
2	71	Dec 16  00:09:25	(anonymous user #14246)	2016	16
2	72	Dec 16  00:09:29	Vid Drobnič	2016	16
2	73	Dec 16  00:09:29	farafonoff	2016	16
2	74	Dec 16  00:09:31	Sean Curtis	2016	16
2	75	Dec 16  00:09:34	akerl	2016	16
2	76	Dec 16  00:09:34	tpospisi	2016	16
2	77	Dec 16  00:09:42	Alex Crimi	2016	16
2	78	Dec 16  00:09:49	(AoC++)	2016	16
2	79	Dec 16  00:09:56	Joshua Berne	2016	16
2	80	Dec 16  00:10:00	(AoC++)	2016	16
2	81	Dec 16  00:10:02	jackdied	2016	16
2	82	Dec 16  00:10:09	(AoC++)	2016	16
2	83	Dec 16  00:10:10	(anonymous user #6658)	2016	16
2	84	Dec 16  00:10:11	John Cornwell	2016	16
2	85	Dec 16  00:10:11	(AoC++)	2016	16
2	86	Dec 16  00:10:11	Brandon Zhang	2016	16
2	87	Dec 16  00:10:14	evandrix	2016	16
2	88	Dec 16  00:10:14	fnuttplus	2016	16
2	89	Dec 16  00:10:16	wmorganjr	2016	16
2	90	Dec 16  00:10:17	(AoC++)	2016	16
2	91	Dec 16  00:10:20	lukechampine	2016	16
2	92	Dec 16  00:10:27	Michael Peng	2016	16
2	93	Dec 16  00:10:30	Addy	2016	16
2	94	Dec 16  00:10:32	(AoC++)	2016	16
2	95	Dec 16  00:10:35	Primož Črnigoj	2016	16
2	96	Dec 16  00:10:37	(AoC++)	2016	16
2	97	Dec 16  00:10:37	vaultah	2016	16
2	98	Dec 16  00:10:37	rahulsom	2016	16
2	99	Dec 16  00:10:45	(AoC++)	2016	16
2	100	Dec 16  00:10:47	Niak	2016	16
1	1	Dec 17  00:08:22	Kevin Wang	2016	17
1	2	Dec 17  00:08:29	arknave	2016	17
1	3	Dec 17  00:08:39	(anonymous user #119362)	2016	17
1	4	Dec 17  00:08:56	Robert Xiao	2016	17
1	5	Dec 17  00:09:41	Paul Wild	2016	17
1	6	Dec 17  00:10:54	Conrad Meyer	2016	17
1	7	Dec 17  00:11:08	(AoC++)	2016	17
1	8	Dec 17  00:11:31	(AoC++)	2016	17
1	9	Dec 17  00:11:35	Stephen	2016	17
1	10	Dec 17  00:11:56	(AoC++)	2016	17
1	11	Dec 17  00:12:07	Paige Ruten	2016	17
1	12	Dec 17  00:12:21	Michael C. Martin	2016	17
1	13	Dec 17  00:12:27	etotheipi1	2016	17
1	14	Dec 17  00:12:49	Ago Luberg	2016	17
1	15	Dec 17  00:13:00	(AoC++)	2016	17
1	16	Dec 17  00:13:09	orez-	2016	17
1	17	Dec 17  00:13:10	xiaowuc1	2016	17
1	18	Dec 17  00:13:14	azvchen	2016	17
1	19	Dec 17  00:13:24	N Murdoch	2016	17
1	20	Dec 17  00:13:44	(AoC++)	2016	17
1	21	Dec 17  00:13:53	msullivan	2016	17
1	22	Dec 17  00:13:57	(AoC++)	2016	17
1	23	Dec 17  00:14:41	(AoC++)	2016	17
1	24	Dec 17  00:14:42	(AoC++)	2016	17
1	25	Dec 17  00:14:42	Brandon Zhang	2016	17
1	26	Dec 17  00:14:58	samczsun	2016	17
1	27	Dec 17  00:15:11	RidgeX	2016	17
1	28	Dec 17  00:15:12	Anthony Nguyen	2016	17
1	29	Dec 17  00:15:12	jtbandes	2016	17
1	30	Dec 17  00:15:20	Harrison Weigel	2016	17
1	31	Dec 17  00:15:21	(AoC++)	2016	17
1	32	Dec 17  00:15:45	Lance Nathan	2016	17
1	33	Dec 17  00:16:15	(AoC++)	2016	17
1	34	Dec 17  00:16:21	(anonymous user #128119)	2016	17
1	35	Dec 17  00:16:24	DjinnKahn	2016	17
1	36	Dec 17  00:16:34	rennex	2016	17
1	37	Dec 17  00:16:43	(AoC++)	2016	17
1	38	Dec 17  00:16:45	(AoC++)	2016	17
1	39	Dec 17  00:17:02	(anonymous user #8336)	2016	17
1	40	Dec 17  00:17:35	(AoC++)	2016	17
1	41	Dec 17  00:17:42	BhuvanB	2016	17
1	42	Dec 17  00:17:42	GlenboLake	2016	17
1	43	Dec 17  00:17:45	nevivurn	2016	17
1	44	Dec 17  00:17:53	Tom Quinn	2016	17
1	45	Dec 17  00:17:56	Joel Harmon	2016	17
1	46	Dec 17  00:17:57	Kevin Brown	2016	17
1	47	Dec 17  00:18:00	aragaer	2016	17
1	48	Dec 17  00:18:04	flyee	2016	17
1	49	Dec 17  00:18:10	(AoC++)	2016	17
1	50	Dec 17  00:18:26	Toni Fadjukoff	2016	17
1	51	Dec 17  00:18:34	(AoC++)	2016	17
1	52	Dec 17  00:18:52	Addy	2016	17
1	53	Dec 17  00:18:59	(anonymous user #60233)	2016	17
1	54	Dec 17  00:19:38	Marco Jäger	2016	17
1	55	Dec 17  00:19:46	(AoC++)	2016	17
1	56	Dec 17  00:19:54	gzgreg	2016	17
1	57	Dec 17  00:19:57	Thomas	2016	17
1	58	Dec 17  00:20:03	(AoC++)	2016	17
1	59	Dec 17  00:20:03	(AoC++)	2016	17
1	60	Dec 17  00:20:06	drougge	2016	17
1	61	Dec 17  00:20:14	AdamHerrmann	2016	17
1	62	Dec 17  00:20:18	(AoC++)	2016	17
1	63	Dec 17  00:20:46	(AoC++)	2016	17
1	64	Dec 17  00:20:50	jackdied	2016	17
1	65	Dec 17  00:21:01	chaosagent	2016	17
1	66	Dec 17  00:21:12	John Cornwell	2016	17
1	67	Dec 17  00:21:30	jamesk727	2016	17
1	68	Dec 17  00:21:31	Andrew Skalski	2016	17
1	69	Dec 17  00:21:34	(AoC++)	2016	17
1	70	Dec 17  00:21:50	Sergey Sharov	2016	17
1	71	Dec 17  00:21:58	Daniel Tomkins	2016	17
1	72	Dec 17  00:22:00	Samuel Massinon	2016	17
1	73	Dec 17  00:22:17	(AoC++)	2016	17
1	74	Dec 17  00:23:22	Emily Dobervich	2016	17
1	75	Dec 17  00:23:31	jweinberg	2016	17
1	76	Dec 17  00:23:35	(AoC++)	2016	17
1	77	Dec 17  00:23:43	(AoC++)	2016	17
1	78	Dec 17  00:24:33	(AoC++)	2016	17
1	79	Dec 17  00:24:37	(AoC++)	2016	17
1	80	Dec 17  00:24:55	(AoC++)	2016	17
1	81	Dec 17  00:24:57	Joshua Berne	2016	17
1	82	Dec 17  00:25:19	Arios16	2016	17
1	83	Dec 17  00:25:31	(AoC++)	2016	17
1	84	Dec 17  00:25:32	Scott Peters	2016	17
1	85	Dec 17  00:25:45	(anonymous user #380)	2016	17
1	86	Dec 17  00:25:45	(anonymous user #43069)	2016	17
1	87	Dec 17  00:26:01	Niak	2016	17
1	88	Dec 17  00:26:49	DeathWalrus	2016	17
1	89	Dec 17  00:27:04	duelafn	2016	17
1	90	Dec 17  00:27:21	Rocky Roer	2016	17
1	91	Dec 17  00:27:40	Jeremy Vercillo	2016	17
1	92	Dec 17  00:27:40	(anonymous user #139230)	2016	17
1	93	Dec 17  00:27:41	Rodel30	2016	17
1	94	Dec 17  00:27:48	Jeff Jankowski	2016	17
1	95	Dec 17  00:28:08	tpospisi	2016	17
1	96	Dec 17  00:28:31	(AoC++)	2016	17
1	97	Dec 17  00:28:35	malisper	2016	17
1	98	Dec 17  00:28:59	Daniel Dara	2016	17
1	99	Dec 17  00:29:13	(AoC++)	2016	17
1	100	Dec 17  00:29:15	(AoC++)	2016	17
2	1	Dec 17  00:06:07	Kevin Wang	2016	17
2	2	Dec 17  00:06:14	Robert Xiao	2016	17
2	3	Dec 17  00:06:34	arknave	2016	17
2	4	Dec 17  00:06:57	Anthony Nguyen	2016	17
2	5	Dec 17  00:07:22	drysle	2016	17
2	6	Dec 17  00:07:24	DjinnKahn	2016	17
2	7	Dec 17  00:07:48	(anonymous user #119362)	2016	17
2	8	Dec 17  00:08:08	(AoC++)	2016	17
2	9	Dec 17  00:08:12	Paul Wild	2016	17
2	10	Dec 17  00:09:03	(AoC++)	2016	17
2	11	Dec 17  00:09:08	jtbandes	2016	17
2	12	Dec 17  00:09:15	Stephen	2016	17
2	13	Dec 17  00:09:18	Paige Ruten	2016	17
2	14	Dec 17  00:09:24	azvchen	2016	17
2	15	Dec 17  00:09:42	orez-	2016	17
2	16	Dec 17  00:09:45	Conrad Meyer	2016	17
2	17	Dec 17  00:09:47	Tom Quinn	2016	17
2	18	Dec 17  00:09:55	(AoC++)	2016	17
2	19	Dec 17  00:10:10	(AoC++)	2016	17
2	20	Dec 17  00:10:14	(AoC++)	2016	17
2	21	Dec 17  00:10:17	(AoC++)	2016	17
2	22	Dec 17  00:10:28	etotheipi1	2016	17
2	23	Dec 17  00:10:50	Lance Nathan	2016	17
2	24	Dec 17  00:10:58	Harrison Weigel	2016	17
2	25	Dec 17  00:11:08	Michael C. Martin	2016	17
2	26	Dec 17  00:11:18	Ago Luberg	2016	17
2	27	Dec 17  00:11:20	(AoC++)	2016	17
2	28	Dec 17  00:11:25	samczsun	2016	17
2	29	Dec 17  00:11:34	(anonymous user #8336)	2016	17
2	30	Dec 17  00:11:35	(AoC++)	2016	17
2	31	Dec 17  00:11:43	xiaowuc1	2016	17
2	32	Dec 17  00:11:44	Emily Dobervich	2016	17
2	33	Dec 17  00:11:52	(AoC++)	2016	17
2	34	Dec 17  00:12:04	(AoC++)	2016	17
2	35	Dec 17  00:12:05	msullivan	2016	17
2	36	Dec 17  00:12:05	N Murdoch	2016	17
2	37	Dec 17  00:12:09	Scott Peters	2016	17
2	38	Dec 17  00:12:20	ephemient	2016	17
2	39	Dec 17  00:12:21	(AoC++)	2016	17
2	40	Dec 17  00:12:24	GlenboLake	2016	17
2	41	Dec 17  00:12:41	Brandon Zhang	2016	17
2	42	Dec 17  00:12:43	RidgeX	2016	17
2	43	Dec 17  00:12:52	aragaer	2016	17
2	44	Dec 17  00:12:52	@vesaylikyla	2016	17
2	45	Dec 17  00:12:53	(AoC++)	2016	17
2	46	Dec 17  00:12:59	(AoC++)	2016	17
2	47	Dec 17  00:13:24	Pat Smuk	2016	17
2	48	Dec 17  00:13:26	(AoC++)	2016	17
2	49	Dec 17  00:13:31	(AoC++)	2016	17
2	50	Dec 17  00:13:49	(AoC++)	2016	17
2	51	Dec 17  00:14:00	Kevin Brown	2016	17
2	52	Dec 17  00:14:00	(AoC++)	2016	17
2	53	Dec 17  00:14:00	(AoC++)	2016	17
2	54	Dec 17  00:14:12	(AoC++)	2016	17
2	55	Dec 17  00:14:18	(AoC++)	2016	17
2	56	Dec 17  00:14:23	wmorganjr	2016	17
2	57	Dec 17  00:14:30	rennex	2016	17
2	58	Dec 17  00:14:33	(AoC++)	2016	17
2	59	Dec 17  00:14:40	(anonymous user #128119)	2016	17
2	60	Dec 17  00:14:42	(AoC++)	2016	17
2	61	Dec 17  00:14:50	(AoC++)	2016	17
2	62	Dec 17  00:14:58	(anonymous user #139230)	2016	17
2	63	Dec 17  00:14:59	jweinberg	2016	17
2	64	Dec 17  00:15:00	drougge	2016	17
2	65	Dec 17  00:15:00	BhuvanB	2016	17
2	66	Dec 17  00:15:07	nevivurn	2016	17
2	67	Dec 17  00:15:10	(anonymous user #380)	2016	17
2	68	Dec 17  00:15:11	AdamHerrmann	2016	17
2	69	Dec 17  00:15:18	flyee	2016	17
2	70	Dec 17  00:15:35	Niak	2016	17
2	71	Dec 17  00:15:56	(AoC++)	2016	17
2	72	Dec 17  00:15:58	Joel Harmon	2016	17
2	73	Dec 17  00:16:11	gzgreg	2016	17
2	74	Dec 17  00:16:24	Samuel Massinon	2016	17
2	75	Dec 17  00:16:43	Arios16	2016	17
2	76	Dec 17  00:16:45	marcusstuhr	2016	17
2	77	Dec 17  00:16:48	(AoC++)	2016	17
2	78	Dec 17  00:16:56	Daniel Tomkins	2016	17
2	79	Dec 17  00:17:01	(AoC++)	2016	17
2	80	Dec 17  00:17:03	Toni Fadjukoff	2016	17
2	81	Dec 17  00:17:03	(AoC++)	2016	17
2	82	Dec 17  00:17:05	(AoC++)	2016	17
2	83	Dec 17  00:17:21	(anonymous user #60233)	2016	17
2	84	Dec 17  00:17:49	Andrew Skalski	2016	17
2	85	Dec 17  00:17:52	Marco Jäger	2016	17
2	86	Dec 17  00:17:52	(AoC++)	2016	17
2	87	Dec 17  00:17:53	(AoC++)	2016	17
2	88	Dec 17  00:17:55	James Weinkam	2016	17
2	89	Dec 17  00:17:58	(AoC++)	2016	17
2	90	Dec 17  00:18:12	Alex Crimi	2016	17
2	91	Dec 17  00:18:27	Addy	2016	17
2	92	Dec 17  00:18:29	Thomas	2016	17
2	93	Dec 17  00:18:51	(AoC++)	2016	17
2	94	Dec 17  00:18:55	(AoC++)	2016	17
2	95	Dec 17  00:18:55	jackdied	2016	17
2	96	Dec 17  00:18:57	tpospisi	2016	17
2	97	Dec 17  00:18:58	(AoC++)	2016	17
2	98	Dec 17  00:19:03	(AoC++)	2016	17
2	99	Dec 17  00:19:12	CJ Guttormsson	2016	17
2	100	Dec 17  00:19:29	(AoC++)	2016	17
1	1	Dec 18  00:05:06	(AoC++)	2016	18
1	2	Dec 18  00:05:12	Robert Xiao	2016	18
1	3	Dec 18  00:05:35	xiaowuc1	2016	18
1	4	Dec 18  00:05:57	Paul Wild	2016	18
1	5	Dec 18  00:06:23	(AoC++)	2016	18
1	6	Dec 18  00:06:57	Brandon Zhang	2016	18
1	7	Dec 18  00:07:11	Kevin Wang	2016	18
1	8	Dec 18  00:07:22	msullivan	2016	18
1	9	Dec 18  00:07:29	matthewd	2016	18
1	10	Dec 18  00:07:42	kalven	2016	18
1	11	Dec 18  00:07:52	Andrew Skalski	2016	18
1	12	Dec 18  00:07:52	Michael C. Martin	2016	18
1	13	Dec 18  00:07:52	arknave	2016	18
1	14	Dec 18  00:07:53	(AoC++)	2016	18
1	15	Dec 18  00:07:55	mserrano	2016	18
1	16	Dec 18  00:08:17	(AoC++)	2016	18
1	17	Dec 18  00:08:27	wadehn	2016	18
1	18	Dec 18  00:08:37	ephemient	2016	18
1	19	Dec 18  00:08:38	Alex Crimi	2016	18
1	20	Dec 18  00:08:41	(AoC++)	2016	18
1	21	Dec 18  00:08:46	RidgeX	2016	18
1	22	Dec 18  00:08:54	(anonymous user #8336)	2016	18
1	23	Dec 18  00:08:57	samczsun	2016	18
1	24	Dec 18  00:09:10	Daniel Tomkins	2016	18
1	25	Dec 18  00:09:12	(AoC++)	2016	18
1	26	Dec 18  00:09:18	Rustywolf	2016	18
1	27	Dec 18  00:09:22	rahulsom	2016	18
1	28	Dec 18  00:09:22	(AoC++)	2016	18
1	29	Dec 18  00:09:23	Tom Quinn	2016	18
1	30	Dec 18  00:09:26	gzgreg	2016	18
1	31	Dec 18  00:09:29	Joshua Berne	2016	18
1	32	Dec 18  00:09:36	(anonymous user #380)	2016	18
1	33	Dec 18  00:09:39	marcusstuhr	2016	18
1	34	Dec 18  00:09:44	Pat Smuk	2016	18
1	35	Dec 18  00:09:45	Anthony Nguyen	2016	18
1	36	Dec 18  00:09:46	drougge	2016	18
1	37	Dec 18  00:09:46	Lars Haulin	2016	18
1	38	Dec 18  00:09:55	DeathWalrus	2016	18
1	39	Dec 18  00:09:55	caspianb	2016	18
1	40	Dec 18  00:09:58	(AoC++)	2016	18
1	41	Dec 18  00:10:07	Springo	2016	18
1	42	Dec 18  00:10:08	(anonymous user #60233)	2016	18
1	43	Dec 18  00:10:09	Vadim Kolontsov	2016	18
1	44	Dec 18  00:10:21	(AoC++)	2016	18
1	45	Dec 18  00:10:23	Jason Eilts	2016	18
1	46	Dec 18  00:10:23	Ji An Yang	2016	18
1	47	Dec 18  00:10:29	Ian Woods	2016	18
1	48	Dec 18  00:10:35	wmorganjr	2016	18
1	49	Dec 18  00:10:38	CJ Guttormsson	2016	18
1	50	Dec 18  00:10:42	(AoC++)	2016	18
1	51	Dec 18  00:10:43	Sean Curtis	2016	18
1	52	Dec 18  00:10:44	Jeremy Vercillo	2016	18
1	53	Dec 18  00:10:45	Emily Dobervich	2016	18
1	54	Dec 18  00:10:47	SyDr	2016	18
1	55	Dec 18  00:10:48	Timo Olkkonen	2016	18
1	56	Dec 18  00:10:50	Ago Luberg	2016	18
1	57	Dec 18  00:10:54	Matthew Edwards	2016	18
1	58	Dec 18  00:10:57	Luther Wirtz	2016	18
1	59	Dec 18  00:10:58	Adam Pianka	2016	18
1	60	Dec 18  00:11:04	Daniel Dara	2016	18
1	61	Dec 18  00:11:04	malisper	2016	18
1	62	Dec 18  00:11:06	(AoC++)	2016	18
1	63	Dec 18  00:11:06	bufordsharkley	2016	18
1	64	Dec 18  00:11:11	tpospisi	2016	18
1	65	Dec 18  00:11:11	orez-	2016	18
1	66	Dec 18  00:11:17	(AoC++)	2016	18
1	67	Dec 18  00:11:23	Stephen	2016	18
1	68	Dec 18  00:11:27	(AoC++)	2016	18
1	69	Dec 18  00:11:29	(AoC++)	2016	18
1	70	Dec 18  00:11:33	(AoC++)	2016	18
1	71	Dec 18  00:11:34	Marco Jäger	2016	18
1	72	Dec 18  00:11:34	(AoC++)	2016	18
1	73	Dec 18  00:11:35	(AoC++)	2016	18
1	74	Dec 18  00:11:37	Pavel Rozenblioum	2016	18
1	75	Dec 18  00:11:43	N Murdoch	2016	18
1	76	Dec 18  00:11:43	(AoC++)	2016	18
1	77	Dec 18  00:11:45	Paige Ruten	2016	18
1	78	Dec 18  00:11:52	Giedrius	2016	18
1	79	Dec 18  00:11:56	(AoC++)	2016	18
1	80	Dec 18  00:11:56	Arios16	2016	18
1	81	Dec 18  00:11:57	(anonymous user #139000)	2016	18
1	82	Dec 18  00:12:02	becojo	2016	18
1	83	Dec 18  00:12:06	(AoC++)	2016	18
1	84	Dec 18  00:12:17	Matt Boehm	2016	18
1	85	Dec 18  00:12:19	(AoC++)	2016	18
1	86	Dec 18  00:12:23	ahalekelly	2016	18
1	87	Dec 18  00:12:36	(AoC++)	2016	18
1	88	Dec 18  00:12:39	(anonymous user #58515)	2016	18
1	89	Dec 18  00:12:46	Ben Blum	2016	18
1	90	Dec 18  00:12:47	Ross Foley	2016	18
1	91	Dec 18  00:12:49	(AoC++)	2016	18
1	92	Dec 18  00:12:49	Samy Laumonier	2016	18
1	93	Dec 18  00:12:49	jackdied	2016	18
1	94	Dec 18  00:12:49	(AoC++)	2016	18
1	95	Dec 18  00:12:54	breadknock	2016	18
1	96	Dec 18  00:12:55	(AoC++)	2016	18
1	97	Dec 18  00:12:59	batneil	2016	18
1	98	Dec 18  00:13:03	(AoC++)	2016	18
1	99	Dec 18  00:13:07	bovard	2016	18
1	100	Dec 18  00:13:09	jamesk727	2016	18
2	1	Dec 18  00:04:19	(AoC++)	2016	18
2	2	Dec 18  00:04:40	Robert Xiao	2016	18
2	3	Dec 18  00:05:18	xiaowuc1	2016	18
2	4	Dec 18  00:05:19	Paul Wild	2016	18
2	5	Dec 18  00:05:27	ephemient	2016	18
2	6	Dec 18  00:05:31	matthewd	2016	18
2	7	Dec 18  00:05:33	arknave	2016	18
2	8	Dec 18  00:05:40	Kevin Wang	2016	18
2	9	Dec 18  00:05:51	(AoC++)	2016	18
2	10	Dec 18  00:05:52	(AoC++)	2016	18
2	11	Dec 18  00:06:13	wmorganjr	2016	18
2	12	Dec 18  00:06:14	Michael C. Martin	2016	18
2	13	Dec 18  00:06:26	Brandon Zhang	2016	18
2	14	Dec 18  00:06:27	msullivan	2016	18
2	15	Dec 18  00:06:34	Anthony Nguyen	2016	18
2	16	Dec 18  00:06:45	(AoC++)	2016	18
2	17	Dec 18  00:07:06	kalven	2016	18
2	18	Dec 18  00:07:09	Jeremy Vercillo	2016	18
2	19	Dec 18  00:07:16	Andrew Skalski	2016	18
2	20	Dec 18  00:07:29	mserrano	2016	18
2	21	Dec 18  00:07:30	(AoC++)	2016	18
