part	rank	time	name	year	day
2	83	Dec 21  00:21:47	(AoC++)	2018	21
2	84	Dec 21  00:21:56	(AoC++)	2018	21
2	85	Dec 21  00:21:59	cyphase	2018	21
2	86	Dec 21  00:22:07	(AoC++)	2018	21
2	87	Dec 21  00:22:20	Arthur Tomlin	2018	21
2	88	Dec 21  00:22:22	ben thomas	2018	21
2	89	Dec 21  00:22:32	(AoC++)	2018	21
2	90	Dec 21  00:22:49	(anonymous user #289309)	2018	21
2	91	Dec 21  00:23:08	0e4ef622	2018	21
2	92	Dec 21  00:23:18	Henk van der Laan	2018	21
2	93	Dec 21  00:23:27	(anonymous user #148112)	2018	21
2	94	Dec 21  00:23:45	(anonymous user #194227)	2018	21
2	95	Dec 21  00:23:57	Dan Roche	2018	21
2	96	Dec 21  00:24:01	(AoC++)	2018	21
2	97	Dec 21  00:24:01	(AoC++)	2018	21
2	98	Dec 21  00:24:09	(anonymous user #276438)	2018	21
2	99	Dec 21  00:24:17	(AoC++)	2018	21
2	100	Dec 21  00:24:17	(anonymous user #281126)	2018	21
1	1	Dec 22  00:12:42	(anonymous user #193354)	2018	22
1	2	Dec 22  00:16:37	Robert Xiao	2018	22
1	3	Dec 22  00:17:17	Antonio Molina	2018	22
1	4	Dec 22  00:18:56	Alex Wice	2018	22
1	5	Dec 22  00:20:05	gzgreg	2018	22
1	6	Dec 22  00:22:23	huzecong	2018	22
1	7	Dec 22  00:22:41	mcpower	2018	22
1	8	Dec 22  00:27:32	Niak	2018	22
1	9	Dec 22  00:28:17	Winston Ewert	2018	22
1	10	Dec 22  00:28:19	bluepichu	2018	22
1	11	Dec 22  00:29:08	Simon Parent	2018	22
1	12	Dec 22  00:29:13	ttalvitie	2018	22
1	13	Dec 22  00:29:48	Brandon Zhang	2018	22
1	14	Dec 22  00:29:48	k21	2018	22
1	15	Dec 22  00:29:49	Nathan Fenner	2018	22
1	16	Dec 22  00:30:20	Matt Gruskin	2018	22
1	17	Dec 22  00:30:34	Martin Pärtel	2018	22
1	18	Dec 22  00:30:35	(anonymous user #197858)	2018	22
1	19	Dec 22  00:30:49	goffrie	2018	22
1	20	Dec 22  00:31:11	(AoC++)	2018	22
1	21	Dec 22  00:31:56	(AoC++)	2018	22
1	22	Dec 22  00:32:36	(AoC++)	2018	22
1	23	Dec 22  00:32:56	(AoC++)	2018	22
1	24	Dec 22  00:33:10	(anonymous user #371225)	2018	22
1	25	Dec 22  00:33:20	Strikeskids	2018	22
1	26	Dec 22  00:33:40	(AoC++)	2018	22
1	27	Dec 22  00:34:24	(AoC++)	2018	22
1	28	Dec 22  00:35:01	(AoC++)	2018	22
1	29	Dec 22  00:35:34	Vladislav Isenbaev	2018	22
1	30	Dec 22  00:36:26	bwakell	2018	22
1	31	Dec 22  00:36:41	cesium12	2018	22
1	32	Dec 22  00:37:06	gengkev	2018	22
1	33	Dec 22  00:37:30	(AoC++)	2018	22
1	34	Dec 22  00:37:57	aropan	2018	22
1	35	Dec 22  00:38:13	etotheipi1	2018	22
1	36	Dec 22  00:38:17	sciyoshi	2018	22
1	37	Dec 22  00:38:20	Måns Magnusson	2018	22
1	38	Dec 22  00:38:39	Nathanaëlle Courant	2018	22
1	39	Dec 22  00:38:44	Branimir Filipović	2018	22
1	40	Dec 22  00:39:13	okready	2018	22
1	41	Dec 22  00:39:33	(AoC++)	2018	22
1	42	Dec 22  00:39:33	Benedikt Werner	2018	22
1	43	Dec 22  00:40:41	(anonymous user #505111)	2018	22
1	44	Dec 22  00:41:25	Sam Cappleman-Lynes	2018	22
1	45	Dec 22  00:41:46	zielmicha	2018	22
1	46	Dec 22  00:42:32	Ben Jacobson	2018	22
1	47	Dec 22  00:42:53	andyleap	2018	22
1	48	Dec 22  00:43:06	(anonymous user #230381)	2018	22
1	49	Dec 22  00:43:09	iburinoc	2018	22
1	50	Dec 22  00:43:15	Ben Mirtchouk	2018	22
1	51	Dec 22  00:43:39	(AoC++)	2018	22
1	52	Dec 22  00:44:13	(anonymous user #289309)	2018	22
1	53	Dec 22  00:44:16	divergentdave	2018	22
1	54	Dec 22  00:44:45	Andreas Hansson	2018	22
1	55	Dec 22  00:44:55	(anonymous user #390615)	2018	22
1	56	Dec 22  00:45:03	drysle	2018	22
1	57	Dec 22  00:45:40	Karl Jiang	2018	22
1	58	Dec 22  00:46:11	tomtseng	2018	22
1	59	Dec 22  00:46:13	RJ Walsh	2018	22
1	60	Dec 22  00:46:32	Frank Yellin	2018	22
1	61	Dec 22  00:46:52	Alexander Udalov	2018	22
1	62	Dec 22  00:47:54	(AoC++)	2018	22
1	63	Dec 22  00:48:16	Nathan Shirley	2018	22
1	64	Dec 22  00:49:30	Ruxandra985	2018	22
1	65	Dec 22  00:49:42	Jerry Chen	2018	22
1	66	Dec 22  00:50:12	m4tx	2018	22
1	67	Dec 22  00:50:41	Daniel Martin	2018	22
1	68	Dec 22  00:50:47	(AoC++)	2018	22
1	69	Dec 22  00:51:48	bmalehorn	2018	22
1	70	Dec 22  00:52:17	sdamashek	2018	22
1	71	Dec 22  00:54:00	"Lei ""Fred"" Wu"	2018	22
1	72	Dec 22  00:54:16	Craig Gidney	2018	22
1	73	Dec 22  00:54:18	tca19	2018	22
1	74	Dec 22  00:54:20	(anonymous user #195997)	2018	22
1	75	Dec 22  00:55:10	Bill Rockenbeck	2018	22
1	76	Dec 22  00:55:13	(AoC++)	2018	22
1	77	Dec 22  00:55:40	(anonymous user #493082)	2018	22
1	78	Dec 22  00:56:05	Rafał Burczyński	2018	22
1	79	Dec 22  00:56:26	Raven Black	2018	22
1	80	Dec 22  00:57:00	Elliot Nelson	2018	22
1	81	Dec 22  00:57:24	Hideyuki Tanaka	2018	22
1	82	Dec 22  00:57:46	(AoC++)	2018	22
1	83	Dec 22  00:57:57	(anonymous user #458961)	2018	22
1	84	Dec 22  00:57:57	(AoC++)	2018	22
1	85	Dec 22  00:58:02	(AoC++)	2018	22
1	86	Dec 22  00:58:14	(AoC++)	2018	22
1	87	Dec 22  00:59:17	(AoC++)	2018	22
1	88	Dec 22  00:59:50	paiv	2018	22
1	89	Dec 22  00:59:53	abnew123	2018	22
1	90	Dec 22  01:00:04	(anonymous user #217709)	2018	22
1	91	Dec 22  01:00:16	Springo	2018	22
1	92	Dec 22  01:00:25	tckmn	2018	22
1	93	Dec 22  01:00:34	(AoC++)	2018	22
1	94	Dec 22  01:01:08	Stephen Merriman	2018	22
1	95	Dec 22  01:01:48	(AoC++)	2018	22
1	96	Dec 22  01:01:48	vikram8128	2018	22
1	97	Dec 22  01:02:07	(anonymous user #125479)	2018	22
1	98	Dec 22  01:02:27	Lars Haulin	2018	22
1	99	Dec 22  01:02:35	(AoC++)	2018	22
1	100	Dec 22  01:02:36	(anonymous user #60233)	2018	22
2	1	Dec 22  00:04:30	(anonymous user #193354)	2018	22
2	2	Dec 22  00:05:52	Robert Xiao	2018	22
2	3	Dec 22  00:06:50	gzgreg	2018	22
2	4	Dec 22  00:07:06	(anonymous user #22105)	2018	22
2	5	Dec 22  00:07:08	(anonymous user #60233)	2018	22
2	6	Dec 22  00:07:11	mcpower	2018	22
2	7	Dec 22  00:07:20	(AoC++)	2018	22
2	8	Dec 22  00:07:25	cesium12	2018	22
2	9	Dec 22  00:07:38	Alex Wice	2018	22
2	10	Dec 22  00:07:40	(AoC++)	2018	22
2	11	Dec 22  00:07:42	Martin Pärtel	2018	22
2	12	Dec 22  00:07:53	zielmicha	2018	22
2	13	Dec 22  00:07:57	(AoC++)	2018	22
2	14	Dec 22  00:08:07	Antonio Molina	2018	22
2	15	Dec 22  00:08:09	sdamashek	2018	22
2	16	Dec 22  00:08:10	Springo	2018	22
2	17	Dec 22  00:08:21	Sam Cappleman-Lynes	2018	22
2	18	Dec 22  00:08:32	Ben Jacobson	2018	22
2	19	Dec 22  00:08:37	(AoC++)	2018	22
2	20	Dec 22  00:08:55	huzecong	2018	22
2	21	Dec 22  00:09:06	Brandon Zhang	2018	22
2	22	Dec 22  00:09:06	zhiayang	2018	22
2	23	Dec 22  00:09:18	petertseng	2018	22
2	24	Dec 22  00:09:24	m4tx	2018	22
2	25	Dec 22  00:09:33	Ben Mirtchouk	2018	22
2	26	Dec 22  00:09:43	(AoC++)	2018	22
2	27	Dec 22  00:09:44	dan144	2018	22
2	28	Dec 22  00:09:51	(AoC++)	2018	22
2	29	Dec 22  00:10:04	ruuddotorg	2018	22
2	30	Dec 22  00:10:14	(anonymous user #199929)	2018	22
2	31	Dec 22  00:10:21	(anonymous user #388836)	2018	22
2	32	Dec 22  00:10:23	Brandon Lin	2018	22
2	33	Dec 22  00:10:33	bluepichu	2018	22
2	34	Dec 22  00:10:45	(AoC++)	2018	22
2	35	Dec 22  00:10:45	(anonymous user #148112)	2018	22
2	36	Dec 22  00:10:54	tckmn	2018	22
2	37	Dec 22  00:10:55	Craig Gidney	2018	22
2	38	Dec 22  00:11:02	Andreas Hansson	2018	22
2	39	Dec 22  00:11:05	Andy Rock	2018	22
2	40	Dec 22  00:11:05	gengkev	2018	22
2	41	Dec 22  00:11:08	(anonymous user #230381)	2018	22
2	42	Dec 22  00:11:09	Strikeskids	2018	22
2	43	Dec 22  00:11:10	Nathan Fenner	2018	22
2	44	Dec 22  00:11:20	Magnus Holm	2018	22
2	45	Dec 22  00:11:22	vikram8128	2018	22
2	46	Dec 22  00:11:26	Benedikt Werner	2018	22
2	47	Dec 22  00:11:30	Ameobea	2018	22
2	48	Dec 22  00:11:44	Vladislav Isenbaev	2018	22
2	49	Dec 22  00:11:44	andyleap	2018	22
2	50	Dec 22  00:11:55	(anonymous user #493082)	2018	22
2	51	Dec 22  00:12:11	ttalvitie	2018	22
2	52	Dec 22  00:12:14	Frank Yellin	2018	22
2	53	Dec 22  00:12:15	(AoC++)	2018	22
2	54	Dec 22  00:12:23	Paul Collins	2018	22
2	55	Dec 22  00:12:23	zirkonit	2018	22
2	56	Dec 22  00:12:29	(AoC++)	2018	22
2	57	Dec 22  00:12:38	etotheipi1	2018	22
2	58	Dec 22  00:12:39	(anonymous user #194227)	2018	22
2	59	Dec 22  00:12:40	Matt Gruskin	2018	22
2	60	Dec 22  00:12:53	(AoC++)	2018	22
2	61	Dec 22  00:13:03	(anonymous user #374060)	2018	22
2	62	Dec 22  00:13:11	Ruxandra985	2018	22
2	63	Dec 22  00:13:16	Nathan Herzing	2018	22
2	64	Dec 22  00:13:16	okready	2018	22
2	65	Dec 22  00:13:23	Sree P	2018	22
2	66	Dec 22  00:13:24	(anonymous user #468053)	2018	22
2	67	Dec 22  00:13:33	sblom	2018	22
2	68	Dec 22  00:13:35	(AoC++)	2018	22
2	69	Dec 22  00:13:35	Marcus Andrews	2018	22
2	70	Dec 22  00:13:37	(anonymous user #458961)	2018	22
2	71	Dec 22  00:13:40	(AoC++)	2018	22
2	72	Dec 22  00:13:40	(anonymous user #411481)	2018	22
2	73	Dec 22  00:13:41	(anonymous user #289309)	2018	22
2	74	Dec 22  00:13:41	(AoC++)	2018	22
2	75	Dec 22  00:13:45	johnor	2018	22
2	76	Dec 22  00:13:47	Måns Magnusson	2018	22
2	77	Dec 22  00:14:00	Thomas Redfern	2018	22
2	78	Dec 22  00:14:03	LysanderGG	2018	22
2	79	Dec 22  00:14:07	Marek Magdziak	2018	22
2	80	Dec 22  00:14:07	(AoC++)	2018	22
2	81	Dec 22  00:14:11	Winston Ewert	2018	22
2	82	Dec 22  00:14:14	(anonymous user #197858)	2018	22
2	83	Dec 22  00:14:18	(AoC++)	2018	22
2	84	Dec 22  00:14:20	sb8244	2018	22
2	85	Dec 22  00:14:20	(AoC++)	2018	22
2	86	Dec 22  00:14:22	(AoC++)	2018	22
2	87	Dec 22  00:14:23	(AoC++)	2018	22
2	88	Dec 22  00:14:26	(anonymous user #371225)	2018	22
2	89	Dec 22  00:14:27	(AoC++)	2018	22
2	90	Dec 22  00:14:28	Niak	2018	22
2	91	Dec 22  00:14:31	(AoC++)	2018	22
2	92	Dec 22  00:14:32	(AoC++)	2018	22
2	93	Dec 22  00:14:33	Alexander Spichak	2018	22
2	94	Dec 22  00:14:35	(AoC++)	2018	22
2	95	Dec 22  00:14:36	Arno Lepisk	2018	22
2	96	Dec 22  00:14:36	chambost	2018	22
2	97	Dec 22  00:14:36	(AoC++)	2018	22
2	98	Dec 22  00:14:42	Lars Haulin	2018	22
2	99	Dec 22  00:14:49	Rascal_Two	2018	22
2	100	Dec 22  00:14:49	Samu Jussila	2018	22
1	1	Dec 23  00:13:33	Antonio Molina	2018	23
1	2	Dec 23  00:21:47	(AoC++)	2018	23
1	3	Dec 23  00:23:14	(anonymous user #388836)	2018	23
1	4	Dec 23  00:26:38	twattanawaroon	2018	23
1	5	Dec 23  00:27:44	petertseng	2018	23
1	6	Dec 23  00:28:34	mserrano	2018	23
1	7	Dec 23  00:28:53	(AoC++)	2018	23
1	8	Dec 23  00:32:35	(anonymous user #260995)	2018	23
1	9	Dec 23  00:32:57	Kevin Sun	2018	23
1	10	Dec 23  00:34:05	(AoC++)	2018	23
1	11	Dec 23  00:35:29	(AoC++)	2018	23
1	12	Dec 23  00:37:55	Vladislav Isenbaev	2018	23
1	13	Dec 23  00:40:27	alcatrazEscapee	2018	23
1	14	Dec 23  00:41:06	(AoC++)	2018	23
1	15	Dec 23  00:42:00	boogie	2018	23
1	16	Dec 23  00:42:13	Ben Mirtchouk	2018	23
1	17	Dec 23  00:42:50	(anonymous user #434905)	2018	23
1	18	Dec 23  00:43:02	(anonymous user #411481)	2018	23
1	19	Dec 23  00:43:59	Jerry Chen	2018	23
1	20	Dec 23  00:45:19	epiphone	2018	23
1	21	Dec 23  00:45:33	(AoC++)	2018	23
1	22	Dec 23  00:45:37	(AoC++)	2018	23
1	23	Dec 23  00:46:07	Colton Pauderis	2018	23
1	24	Dec 23  00:46:09	(AoC++)	2018	23
1	25	Dec 23  00:46:11	gengkev	2018	23
1	26	Dec 23  00:46:23	(AoC++)	2018	23
1	27	Dec 23  00:47:08	(AoC++)	2018	23
1	28	Dec 23  00:47:42	(anonymous user #381579)	2018	23
1	29	Dec 23  00:48:16	etotheipi1	2018	23
1	30	Dec 23  00:48:42	sol_hsa	2018	23
1	31	Dec 23  00:49:00	(AoC++)	2018	23
1	32	Dec 23  00:49:14	Samu Jussila	2018	23
1	33	Dec 23  00:51:15	(AoC++)	2018	23
1	34	Dec 23  00:51:32	(AoC++)	2018	23
1	35	Dec 23  00:51:41	goffrie	2018	23
1	36	Dec 23  00:51:41	(anonymous user #493185)	2018	23
1	37	Dec 23  00:52:56	skystedt	2018	23
1	38	Dec 23  00:53:10	andyleap	2018	23
1	39	Dec 23  00:54:41	Michael Chock	2018	23
1	40	Dec 23  00:54:42	Mattias Nilsson	2018	23
1	41	Dec 23  00:54:47	(AoC++)	2018	23
1	42	Dec 23  00:55:52	RJ Walsh	2018	23
1	43	Dec 23  00:56:41	(anonymous user #385271)	2018	23
1	44	Dec 23  00:57:28	maddogAxa	2018	23
1	45	Dec 23  00:59:38	(anonymous user #233439)	2018	23
1	46	Dec 23  01:00:48	Chao Harold	2018	23
1	47	Dec 23  01:00:53	(AoC++)	2018	23
1	48	Dec 23  01:02:36	Tom Dryer	2018	23
1	49	Dec 23  01:04:24	Martin Pärtel	2018	23
1	50	Dec 23  01:04:35	cesium12	2018	23
1	51	Dec 23  01:04:51	jacobly0	2018	23
1	52	Dec 23  01:05:36	(AoC++)	2018	23
1	53	Dec 23  01:07:01	(AoC++)	2018	23
1	54	Dec 23  01:07:50	(AoC++)	2018	23
1	55	Dec 23  01:08:25	(AoC++)	2018	23
1	56	Dec 23  01:08:25	Katherine Prevost	2018	23
1	57	Dec 23  01:08:30	Nathan Fenner	2018	23
1	58	Dec 23  01:08:53	(anonymous user #547127)	2018	23
1	59	Dec 23  01:09:09	Mak Jankovsky	2018	23
1	60	Dec 23  01:09:22	(anonymous user #193354)	2018	23
1	61	Dec 23  01:09:29	(AoC++)	2018	23
1	62	Dec 23  01:12:04	Michael Grossfeld	2018	23
1	63	Dec 23  01:12:06	Sam Cappleman-Lynes	2018	23
1	64	Dec 23  01:12:32	(AoC++)	2018	23
1	65	Dec 23  01:14:02	(anonymous user #22105)	2018	23
1	66	Dec 23  01:15:04	(AoC++)	2018	23
1	67	Dec 23  01:15:56	(AoC++)	2018	23
1	68	Dec 23  01:16:42	K.C. Bell	2018	23
1	69	Dec 23  01:17:00	(AoC++)	2018	23
1	70	Dec 23  01:17:47	Andreas Hansson	2018	23
1	71	Dec 23  01:18:33	okready	2018	23
1	72	Dec 23  01:18:54	sdamashek	2018	23
1	73	Dec 23  01:18:58	(anonymous user #60233)	2018	23
1	74	Dec 23  01:20:14	Henk van der Laan	2018	23
1	75	Dec 23  01:20:25	(AoC++)	2018	23
1	76	Dec 23  01:22:10	MatthewFrench	2018	23
1	77	Dec 23  01:22:29	(AoC++)	2018	23
1	78	Dec 23  01:23:09	"Lei ""Fred"" Wu"	2018	23
1	79	Dec 23  01:23:42	abnew123	2018	23
1	80	Dec 23  01:23:45	Andy Rock	2018	23
1	81	Dec 23  01:23:51	(AoC++)	2018	23
1	82	Dec 23  01:25:34	orez-	2018	23
1	83	Dec 23  01:28:31	Oaf Ijev	2018	23
1	84	Dec 23  01:29:40	Stephanie Yang	2018	23
1	85	Dec 23  01:29:49	zirkonit	2018	23
1	86	Dec 23  01:30:30	dlwocks31	2018	23
1	87	Dec 23  01:32:10	(anonymous user #125479)	2018	23
1	88	Dec 23  01:32:10	Simon Parent	2018	23
1	89	Dec 23  01:32:47	(AoC++)	2018	23
1	90	Dec 23  01:33:35	drysle	2018	23
1	91	Dec 23  01:34:14	(AoC++)	2018	23
1	92	Dec 23  01:34:18	autid	2018	23
1	93	Dec 23  01:35:19	(AoC++)	2018	23
1	94	Dec 23  01:36:01	EdwarDDay	2018	23
1	95	Dec 23  01:36:11	ben blum	2018	23
1	96	Dec 23  01:37:42	Ian Collier	2018	23
1	97	Dec 23  01:37:43	Frank Brizuela	2018	23
1	98	Dec 23  01:38:27	(anonymous user #419145)	2018	23
1	99	Dec 23  01:40:09	myndzi	2018	23
1	100	Dec 23  01:40:41	sb8244	2018	23
2	1	Dec 23  00:01:18	petertseng	2018	23
2	2	Dec 23  00:02:29	(AoC++)	2018	23
2	3	Dec 23  00:02:49	mcpower	2018	23
2	4	Dec 23  00:02:49	(anonymous user #193354)	2018	23
2	5	Dec 23  00:02:49	tckmn	2018	23
2	6	Dec 23  00:02:51	Robert Xiao	2018	23
2	7	Dec 23  00:02:53	(AoC++)	2018	23
2	8	Dec 23  00:03:06	(AoC++)	2018	23
2	9	Dec 23  00:03:09	(AoC++)	2018	23
2	10	Dec 23  00:03:10	Strikeskids	2018	23
2	11	Dec 23  00:03:12	(AoC++)	2018	23
2	12	Dec 23  00:03:18	wmorganjr	2018	23
2	13	Dec 23  00:03:23	huzecong	2018	23
2	14	Dec 23  00:03:25	Simon Parent	2018	23
2	15	Dec 23  00:03:27	(anonymous user #22105)	2018	23
2	16	Dec 23  00:03:36	b-mehta	2018	23
2	17	Dec 23  00:03:45	Nathan Fenner	2018	23
2	18	Dec 23  00:03:57	Antonio Molina	2018	23
2	19	Dec 23  00:03:59	iburinoc	2018	23
2	20	Dec 23  00:03:59	gengkev	2018	23
2	21	Dec 23  00:03:59	orez-	2018	23
2	22	Dec 23  00:04:01	ZED.Charley William Thairo	2018	23
2	23	Dec 23  00:04:07	(AoC++)	2018	23
2	24	Dec 23  00:04:12	(AoC++)	2018	23
2	25	Dec 23  00:04:18	ben blum	2018	23
2	26	Dec 23  00:04:18	(AoC++)	2018	23
2	27	Dec 23  00:04:19	(AoC++)	2018	23
2	28	Dec 23  00:04:20	(AoC++)	2018	23
2	29	Dec 23  00:04:30	(AoC++)	2018	23
2	30	Dec 23  00:04:32	(AoC++)	2018	23
2	31	Dec 23  00:04:33	(anonymous user #230381)	2018	23
2	32	Dec 23  00:04:39	(anonymous user #217709)	2018	23
2	33	Dec 23  00:04:41	nthistle	2018	23
2	34	Dec 23  00:04:44	Andy Rock	2018	23
2	35	Dec 23  00:04:47	(AoC++)	2018	23
2	36	Dec 23  00:04:47	myndzi	2018	23
2	37	Dec 23  00:04:50	Samu Jussila	2018	23
2	38	Dec 23  00:04:52	sciyoshi	2018	23
2	39	Dec 23  00:04:54	(AoC++)	2018	23
2	40	Dec 23  00:04:54	gzgreg	2018	23
2	41	Dec 23  00:04:58	(AoC++)	2018	23
2	42	Dec 23  00:04:59	AdamHerrmann	2018	23
2	43	Dec 23  00:04:59	Springo	2018	23
2	44	Dec 23  00:04:59	(AoC++)	2018	23
2	45	Dec 23  00:05:04	drageryd	2018	23
2	46	Dec 23  00:05:06	(AoC++)	2018	23
2	47	Dec 23  00:05:07	ethframe	2018	23
2	48	Dec 23  00:05:12	(AoC++)	2018	23
2	49	Dec 23  00:05:13	Martin Pärtel	2018	23
2	50	Dec 23  00:05:17	(AoC++)	2018	23
2	51	Dec 23  00:05:17	Vladislav Isenbaev	2018	23
2	52	Dec 23  00:05:18	(anonymous user #411481)	2018	23
2	53	Dec 23  00:05:21	(AoC++)	2018	23
2	54	Dec 23  00:05:22	RJ Walsh	2018	23
2	55	Dec 23  00:05:24	(AoC++)	2018	23
2	56	Dec 23  00:05:24	Brandon Zhang	2018	23
2	57	Dec 23  00:05:25	Andreas Hansson	2018	23
2	58	Dec 23  00:05:29	(AoC++)	2018	23
2	59	Dec 23  00:05:30	(AoC++)	2018	23
2	60	Dec 23  00:05:30	(AoC++)	2018	23
2	61	Dec 23  00:05:37	Ben Mirtchouk	2018	23
2	62	Dec 23  00:05:40	Harshil Shah	2018	23
2	63	Dec 23  00:05:40	Alexander Udalov	2018	23
2	64	Dec 23  00:05:40	Ian Collier	2018	23
2	65	Dec 23  00:05:41	chasehult	2018	23
2	66	Dec 23  00:05:44	(AoC++)	2018	23
2	67	Dec 23  00:05:44	(anonymous user #289309)	2018	23
2	68	Dec 23  00:05:45	etotheipi1	2018	23
2	69	Dec 23  00:05:45	zirkonit	2018	23
2	70	Dec 23  00:05:46	dlwocks31	2018	23
2	71	Dec 23  00:05:47	algmyr	2018	23
2	72	Dec 23  00:05:47	Matt Gruskin	2018	23
2	73	Dec 23  00:05:47	(AoC++)	2018	23
2	74	Dec 23  00:05:48	Kevin Sun	2018	23
2	75	Dec 23  00:05:49	swerder	2018	23
2	76	Dec 23  00:05:57	(anonymous user #388836)	2018	23
2	77	Dec 23  00:05:58	(anonymous user #381579)	2018	23
2	78	Dec 23  00:05:58	(anonymous user #276438)	2018	23
2	79	Dec 23  00:05:59	sdamashek	2018	23
2	80	Dec 23  00:05:59	epiphone	2018	23
2	81	Dec 23  00:06:00	(AoC++)	2018	23
2	82	Dec 23  00:06:01	mispy	2018	23
2	83	Dec 23  00:06:06	m4tx	2018	23
2	84	Dec 23  00:06:06	(AoC++)	2018	23
2	85	Dec 23  00:06:08	Lutz Hofmann	2018	23
2	86	Dec 23  00:06:09	k21	2018	23
2	87	Dec 23  00:06:10	(AoC++)	2018	23
2	88	Dec 23  00:06:13	(AoC++)	2018	23
2	89	Dec 23  00:06:14	Arthur Tomlin	2018	23
2	90	Dec 23  00:06:15	(AoC++)	2018	23
2	91	Dec 23  00:06:15	(anonymous user #198392)	2018	23
2	92	Dec 23  00:06:15	Alexander Spichak	2018	23
2	93	Dec 23  00:06:18	stringham	2018	23
2	94	Dec 23  00:06:19	(AoC++)	2018	23
2	95	Dec 23  00:06:19	Thomas Redfern	2018	23
2	96	Dec 23  00:06:19	danh32	2018	23
2	97	Dec 23  00:06:20	Brandon Lin	2018	23
2	98	Dec 23  00:06:25	tellowkrinkle	2018	23
2	99	Dec 23  00:06:28	Magnus Holm	2018	23
2	100	Dec 23  00:06:28	(AoC++)	2018	23
1	1	Dec 24  00:28:22	Simon Parent	2018	24
1	2	Dec 24  00:30:40	(AoC++)	2018	24
1	3	Dec 24  00:35:55	shengwu	2018	24
1	4	Dec 24  00:39:19	cesium12	2018	24
1	5	Dec 24  00:39:49	Kevin Sun	2018	24
1	6	Dec 24  00:40:22	(anonymous user #193354)	2018	24
1	7	Dec 24  00:41:24	mcpower	2018	24
1	8	Dec 24  00:42:50	bluepichu	2018	24
1	9	Dec 24  00:42:57	val tron	2018	24
1	10	Dec 24  00:43:43	zielmicha	2018	24
1	11	Dec 24  00:44:03	sciyoshi	2018	24
1	12	Dec 24  00:44:46	goffrie	2018	24
1	13	Dec 24  00:45:30	(AoC++)	2018	24
1	14	Dec 24  00:46:10	Strikeskids	2018	24
1	15	Dec 24  00:48:10	Matt Gruskin	2018	24
1	16	Dec 24  00:48:46	ethframe	2018	24
1	17	Dec 24  00:49:39	Brandon Lin	2018	24
1	18	Dec 24  00:52:20	zirkonit	2018	24
1	19	Dec 24  00:52:24	orez-	2018	24
1	20	Dec 24  00:52:52	(AoC++)	2018	24
1	21	Dec 24  00:53:42	(AoC++)	2018	24
1	22	Dec 24  00:54:46	Jordan Lewis	2018	24
1	23	Dec 24  00:56:01	iburinoc	2018	24
1	24	Dec 24  00:56:28	(AoC++)	2018	24
1	25	Dec 24  00:56:31	Sam Cappleman-Lynes	2018	24
1	26	Dec 24  00:56:33	m4tx	2018	24
1	27	Dec 24  00:58:27	okready	2018	24
1	28	Dec 24  00:59:51	(AoC++)	2018	24
1	29	Dec 24  01:00:00	(AoC++)	2018	24
1	30	Dec 24  01:01:26	ruuddotorg	2018	24
1	31	Dec 24  01:01:28	(AoC++)	2018	24
1	32	Dec 24  01:01:55	tomtseng	2018	24
1	33	Dec 24  01:02:00	pbfy0	2018	24
1	34	Dec 24  01:03:04	sblom	2018	24
1	35	Dec 24  01:03:14	Andy Rock	2018	24
1	36	Dec 24  01:03:34	Andreas Hansson	2018	24
1	37	Dec 24  01:04:35	petertseng	2018	24
1	38	Dec 24  01:04:45	Vladislav Isenbaev	2018	24
1	39	Dec 24  01:05:17	tbodt	2018	24
1	40	Dec 24  01:06:39	Nathan Fenner	2018	24
1	41	Dec 24  01:06:50	nthistle	2018	24
1	42	Dec 24  01:07:16	Robert Xiao	2018	24
1	43	Dec 24  01:07:22	gzgreg	2018	24
1	44	Dec 24  01:07:28	(AoC++)	2018	24
1	45	Dec 24  01:07:44	(AoC++)	2018	24
1	46	Dec 24  01:07:53	Karl Jiang	2018	24
1	47	Dec 24  01:10:08	Alex Cornellier	2018	24
1	48	Dec 24  01:10:10	Springo	2018	24
1	49	Dec 24  01:10:20	Samu Jussila	2018	24
1	50	Dec 24  01:10:53	Elliot Nelson	2018	24
1	51	Dec 24  01:11:11	regality	2018	24
1	52	Dec 24  01:11:28	Raven Black	2018	24
1	53	Dec 24  01:11:49	(AoC++)	2018	24
1	54	Dec 24  01:12:28	(AoC++)	2018	24
1	55	Dec 24  01:12:49	(AoC++)	2018	24
1	56	Dec 24  01:13:33	Martin Pärtel	2018	24
1	57	Dec 24  01:14:52	ZED.Charley William Thairo	2018	24
1	58	Dec 24  01:15:24	(AoC++)	2018	24
1	59	Dec 24  01:15:28	Shemetz	2018	24
1	60	Dec 24  01:15:59	Shuang Wu	2018	24
1	61	Dec 24  01:16:45	(anonymous user #468053)	2018	24
1	62	Dec 24  01:16:54	skystedt	2018	24
1	63	Dec 24  01:17:31	m1el	2018	24
1	64	Dec 24  01:17:33	(AoC++)	2018	24
1	65	Dec 24  01:17:34	(anonymous user #289309)	2018	24
1	66	Dec 24  01:18:07	alcatrazEscapee	2018	24
1	67	Dec 24  01:18:07	Chris Breederveld	2018	24
1	68	Dec 24  01:18:13	licinius	2018	24
1	69	Dec 24  01:18:16	Matthew Reeder	2018	24
1	70	Dec 24  01:18:51	Mattias Nilsson	2018	24
1	71	Dec 24  01:19:01	RJ Walsh	2018	24
